Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Small', 'Medium', 'Medium')",2,Heur,11353784.302031701,0.07772486554217105,0.00018215179443359375
"('Small', 'Medium', 'Medium')",2,Naive,11471504.450209312,1.1153669668054125,0.00010585784912109375
"('Small', 'Medium', 'Medium')",3,Relax,22139673.18363606,0.0,0.005821943283081055
"('Small', 'Medium', 'Medium')",3,Heur,22146519.439229485,0.030923020121557277,0.0001780986785888672
"('Small', 'Medium', 'Medium')",3,Naive,22242350.647835642,0.46377136350626674,0.00010323524475097656
"('Small', 'Medium', 'Medium')",4,Relax,15722371.036050273,0.0,0.00529789924621582
"('Small', 'Medium', 'Medium')",4,Heur,15728352.916444704,0.03804693567347321,0.00016999244689941406
"('Small', 'Medium', 'Medium')",4,Naive,15818832.952551734,0.6135328843231108,0.00010919570922851562
"('Small', 'Medium', 'Medium')",5,Relax,17057896.992888074,0.0,0.005826234817504883
"('Small', 'Medium', 'Medium')",5,Heur,17063058.0055123,0.03025585525799742,0.00016427040100097656
"('Small', 'Medium', 'Medium')",5,Naive,17184945.38637244,0.7448068981618033,9.298324584960938e-05
"('Large', 'Medium', 'Medium')",1,Relax,13176631595.917202,0.0,6.431578159332275
"('Large', 'Medium', 'Medium')",1,Heur,13176703590.621449,0.0005463817040223593,0.04970073699951172
"('Large', 'Medium', 'Medium')",1,Naive,13275983577.978762,0.7540013647520055,0.014168262481689453
"('Large', 'Medium', 'Medium')",2,Relax,13780026210.380405,0.0,5.749406099319458
"('Large', 'Medium', 'Medium')",2,Heur,13780097324.448822,0.0005160662783284525,0.08312201499938965
"('Large', 'Medium', 'Medium')",2,Naive,13877040357.479176,0.7040200476954827,0.029340028762817383
"('Large', 'Medium', 'Medium')",3,Relax,12733260600.952654,0.0,6.972666025161743
"('Large', 'Medium', 'Medium')",3,Heur,12733327810.20767,0.0005278243893893019,0.08139181137084961
"('Large', 'Medium', 'Medium')",3,Naive,12829357221.131453,0.7546898095497165,0.02326178550720215
"('Large', 'Medium', 'Medium')",4,Relax,13474266528.265862,0.0,4.330675840377808
"('Large', 'Medium', 'Medium')",4,Heur,13474335983.992924,0.0005154694462702178,0.06925201416015625
"('Large', 'Medium', 'Medium')",4,Naive,13573000509.318941,0.7327595965684573,0.020780086517333984
"('Large', 'Medium', 'Medium')",5,Relax,13216465313.067495,0.0,3.0815610885620117
"('Large', 'Medium', 'Medium')",5,Heur,13216530669.296915,0.0004945061169652425,0.05066108703613281
"('Large', 'Medium', 'Medium')",5,Naive,13315260694.630125,0.7475174278628636,0.014704227447509766
"('Medium', 'Low', 'Medium')",1,Relax,882872399.7478844,0.0,0.1893312931060791
"('Medium', 'Low', 'Medium')",1,Heur,882887820.40823,0.0017466465539026843,0.005033254623413086
"('Medium', 'Low', 'Medium')",1,Naive,891295556.5550244,0.9540627625855485,0.0019040107727050781
"('Medium', 'Low', 'Medium')",2,Relax,960713858.0459279,0.0,0.37632012367248535
"('Medium', 'Low', 'Medium')",2,Heur,960731231.9433962,0.001808436229250052,0.00543212890625
"('Medium', 'Low', 'Medium')",2,Naive,969097754.8139073,0.872673658005939,0.0021140575408935547
"('Medium', 'Low', 'Medium')",3,Relax,969594560.5092005,0.0,0.47157812118530273
"('Medium', 'Low', 'Medium')",3,Heur,969611211.5674481,0.0017173217472404982,0.014934062957763672
"('Medium', 'Low', 'Medium')",3,Naive,977586592.4294149,0.8242653420020479,0.004065752029418945
"('Medium', 'Low', 'Medium')",4,Relax,832856748.9324298,0.0,0.6089069843292236
"('Medium', 'Low', 'Medium')",4,Heur,832871580.4959563,0.001780806068453254,0.006860017776489258
"('Medium', 'Low', 'Medium')",4,Naive,840591676.5081568,0.9287224466442457,0.002148866653442383
"('Medium', 'Low', 'Medium')",5,Relax,942587292.3411685,0.0,0.7365138530731201
"('Medium', 'Low', 'Medium')",5,Heur,942602269.3905442,0.0015889296935516438,0.00665283203125
"('Medium', 'Low', 'Medium')",5,Naive,950508400.6258463,0.8403580601011016,0.0022897720336914062
"('Medium', 'High', 'Medium')",1,Relax,884658687.9092555,0.0,0.38410377502441406
"('Medium', 'High', 'Medium')",1,Heur,884722567.3230453,0.007220797654824096,0.006247043609619141
"('Medium', 'High', 'Medium')",1,Naive,891295556.5550244,0.7502179921449731,0.0023992061614990234
"('Medium', 'High', 'Medium')",2,Relax,962423594.9767215,0.0,0.3279857635498047
"('Medium', 'High', 'Medium')",2,Heur,962496677.1505511,0.007593555915607324,0.0195009708404541
"('Medium', 'High', 'Medium')",2,Naive,969097754.8139073,0.693474253127301,0.003041982650756836
"('Medium', 'High', 'Medium')",3,Relax,971250678.6746581,0.0,0.3774247169494629
"('Medium', 'High', 'Medium')",3,Heur,971299787.9010694,0.005056287474450542,0.005115032196044922
"('Medium', 'High', 'Medium')",3,Naive,977586592.4294149,0.6523458767001966,0.022806882858276367
"('Medium', 'High', 'Medium')",4,Relax,834454869.3088431,0.0,0.20244717597961426
"('Medium', 'High', 'Medium')",4,Heur,834511735.4752389,0.006814768358040041,0.003640890121459961
"('Medium', 'High', 'Medium')",4,Naive,840591676.5081568,0.7354270943851757,0.0013298988342285156
"('Medium', 'High', 'Medium')",5,Relax,944049266.4284298,0.0,0.2220771312713623
"('Medium', 'High', 'Medium')",5,Heur,944094755.8294983,0.004818541011164237,0.010150909423828125
"('Medium', 'High', 'Medium')",5,Naive,950508400.6258463,0.6841946100814119,0.0028259754180908203
"('Medium', 'Medium', 'Low')",1,Relax,873042765.3259795,0.0,0.4158141613006592
"('Medium', 'Medium', 'Low')",1,Heur,873076901.6161981,0.003910036435139094,0.009279012680053711
"('Medium', 'Medium', 'Low')",1,Naive,880249643.9817014,0.8254897631539246,0.002473115921020508
"('Medium', 'Medium', 'Low')",2,Relax,950389674.9548564,0.0,0.38332486152648926
"('Medium', 'Medium', 'Low')",2,Heur,950412357.7500107,0.0023866836679818254,0.008797883987426758
"('Medium', 'Medium', 'Low')",2,Naive,957699628.8186283,0.7691533332492421,0.005003929138183594
"('Medium', 'Medium', 'Low')",3,Relax,958773810.9627019,0.0,0.5867519378662109
"('Medium', 'Medium', 'Low')",3,Heur,958802649.6183951,0.003007868525759647,0.0076982975006103516
"('Medium', 'Medium', 'Low')",3,Naive,965638862.1512399,0.716024062197191,0.002916097640991211
"('Medium', 'Medium', 'Low')",4,Relax,823468521.1586678,0.0,0.3763561248779297
"('Medium', 'Medium', 'Low')",4,Heur,823493531.5960678,0.0030372062510406923,0.00809025764465332
"('Medium', 'Medium', 'Low')",4,Naive,830234450.4032896,0.821637873309559,0.0029633045196533203
"('Medium', 'Medium', 'Low')",5,Relax,931535217.2497793,0.0,0.7234387397766113
"('Medium', 'Medium', 'Low')",5,Heur,931569580.9225987,0.003688929004834587,0.005980014801025391
"('Medium', 'Medium', 'Low')",5,Naive,938535807.9158454,0.7515111115964316,0.0022847652435302734
"('Medium', 'Medium', 'High')",1,Relax,906180503.0459455,0.0,0.3184652328491211
"('Medium', 'Medium', 'High')",1,Heur,906214639.3361666,0.003767051940132538,0.005196094512939453
"('Medium', 'Medium', 'High')",1,Naive,913387381.7016699,0.7953027715228829,0.0020308494567871094
"('Medium', 'Medium', 'High')",2,Relax,984584052.9406923,0.0,0.26505184173583984
"('Medium', 'Medium', 'High')",2,Heur,984606735.7358476,0.0023037946925444585,0.007628917694091797
"('Medium', 'Medium', 'High')",2,Naive,991894006.804465,0.742440814670911,0.0022840499877929688
"('Medium', 'Medium', 'High')",3,Relax,994617001.7972256,0.0,0.27512407302856445
"('Medium', 'Medium', 'High')",3,Heur,994645840.4529201,0.00289947342970959,0.004328012466430664
"('Medium', 'Medium', 'High')",3,Naive,1001482052.9857653,0.6902205749685479,0.0016109943389892578
"('Medium', 'Medium', 'High')",4,Relax,854540199.4732662,0.0,0.1671297550201416
"('Medium', 'Medium', 'High')",4,Heur,854565209.9106678,0.002926771311279378,0.004458904266357422
"('Medium', 'Medium', 'High')",4,Naive,861306128.7178899,0.791762546547739,0.0018968582153320312
"('Medium', 'Medium', 'High')",5,Relax,967452995.3797821,0.0,0.16511917114257812
"('Medium', 'Medium', 'High')",5,Heur,967487359.0526015,0.0035519733758110107,0.0037720203399658203
"('Medium', 'Medium', 'High')",5,Naive,974453586.0458477,0.7236104182319918,0.0013740062713623047
