Scenario,Instance_ID,LP_Relax_Obj (Q4),Proposed_Heuristic_Obj (Q5),Naive_Obj (Q4),LP_Relax_Time,Proposed_Heuristic_Time,Naive_Time,Proposed_Heuristic_Gap (Q5),Naive_Gap (Q4)
"('Medium', 'Medium', 'Low')",6,1024012948.2926004,1024041660.88946,1030754140.945136,0.19532442092895508,0.004416227340698242,0.0011525154113769531,0.0028039290818977036,0.6583112707486327
"('Medium', 'Medium', 'Low')",7,929806450.8492932,929832178.2031358,936923644.5416515,0.19300103187561035,0.0033636093139648438,0.0011284351348876953,0.0027669579856234054,0.7654489475586397
"('Medium', 'Medium', 'Low')",8,891063958.2690804,891095105.6317996,898149267.4760342,0.16758394241333008,0.004364967346191406,0.0011000633239746094,0.003495524920532408,0.79515158717868
"('Medium', 'Medium', 'Low')",9,907175529.6468219,907202253.2419046,914073431.4304595,0.16661882400512695,0.0038874149322509766,0.001094818115234375,0.0029458020206038615,0.7603712355780923
"('Medium', 'Medium', 'Low')",10,858509764.0118916,858540337.2821364,865525629.5780464,0.17389202117919922,0.004393815994262695,0.0022268295288085938,0.0035612023912186194,0.8172144173840354
"('Medium', 'Medium', 'Low')",11,880514173.9369082,880543663.9566503,887306550.3604293,0.18704771995544434,0.0034301280975341797,0.0010881423950195312,0.0033491817184677234,0.7714102310416343
"('Medium', 'Medium', 'Low')",12,963358889.4941877,963391945.9678241,970415746.0136791,0.17134833335876465,0.004416704177856445,0.0010077953338623047,0.0034313768209213395,0.7325262263575147
"('Medium', 'Medium', 'Low')",13,987410071.823453,987437875.9584768,994367655.5801588,0.16666746139526367,0.003484964370727539,0.0010497570037841797,0.0028158650410043265,0.7046296118751645
"('Medium', 'Medium', 'Low')",14,1024917592.9485341,1024944500.5723853,1032188672.8150328,0.16627168655395508,0.003167390823364258,0.0010557174682617188,0.0026253451044557525,0.7094306816981162
"('Medium', 'Medium', 'Low')",15,1014484356.716326,1014510518.7098013,1021495102.9324576,0.18740487098693848,0.0035660266876220703,0.0011131763458251953,0.0025788464161240364,0.6910649897869189
"('Medium', 'Medium', 'Low')",16,938493464.9213722,938524424.7551274,945444748.3614618,0.17956161499023438,0.0032660961151123047,0.0021970272064208984,0.003298886450727559,0.7406853323876866
"('Medium', 'Medium', 'Low')",17,929630303.1932985,929658857.3315399,936780737.730711,0.17698335647583008,0.004330635070800781,0.001154184341430664,0.0030715584618236117,0.7691696917420441
"('Medium', 'Medium', 'Low')",18,981765368.3107421,981792133.7341198,989094163.5017695,0.18121910095214844,0.004385948181152344,0.0015974044799804688,0.00272625458603073,0.746491516973915
"('Medium', 'Medium', 'Low')",19,1051042898.5727147,1051079831.0747703,1057755717.5334177,0.17537689208984375,0.004567623138427734,0.0011098384857177734,0.0035138910225070963,0.6386817293393853
"('Medium', 'Medium', 'Low')",20,858465009.624295,858488369.4486113,865674074.7368178,0.17821621894836426,0.004387855529785156,0.0010938644409179688,0.002721115485707049,0.8397622537554408
"('Medium', 'Medium', 'Low')",21,914569032.0661587,914596842.2428875,921268967.2964115,0.17365479469299316,0.003316164016723633,0.0022051334381103516,0.003040795801495375,0.7325784052753929
"('Medium', 'Medium', 'Low')",22,994579046.990845,994608556.71642,1001661923.6100469,0.1721796989440918,0.003370523452758789,0.0022330284118652344,0.0029670568331770907,0.7121481837599074
"('Medium', 'Medium', 'Low')",23,999451424.4998485,999477573.8931417,1006520032.3308218,0.20976471900939941,0.004388332366943359,0.0010929107666015625,0.0026163746083355042,0.7072487624409143
"('Medium', 'Medium', 'Low')",24,927491672.2220339,927526170.0631553,934494141.8867519,0.17622947692871094,0.004543781280517578,0.0010912418365478516,0.0037194771828826367,0.7549900311171418
"('Medium', 'Medium', 'Low')",25,936989899.0146601,937016673.6572746,944214693.0193243,0.1732473373413086,0.003283977508544922,0.0011038780212402344,0.0028575166757549984,0.7710642358324018
"('Medium', 'Medium', 'Low')",26,942059808.7126933,942087709.482155,948337947.6892593,0.1674330234527588,0.0032873153686523438,0.002192258834838867,0.0029616770828762603,0.666426793554107
"('Medium', 'Medium', 'Low')",27,940511725.6154915,940539552.9501557,947516399.2859877,0.1672978401184082,0.004407405853271484,0.0010943412780761719,0.0029587440439421166,0.7447726040748948
"('Medium', 'Medium', 'Low')",28,890812180.641252,890839347.5981172,898200579.9182515,0.1688520908355713,0.0043792724609375,0.001047372817993164,0.00304968403616072,0.8294003424696019
"('Medium', 'Medium', 'Low')",29,941175454.4293758,941203166.5850154,948448259.1878896,0.17240452766418457,0.0044765472412109375,0.0011205673217773438,0.002944419715710713,0.7727363398913998
"('Medium', 'Medium', 'Low')",30,955746869.3410249,955776277.0950935,963030237.2807393,0.18278765678405762,0.003284931182861328,0.0010974407196044922,0.003076939617797474,0.7620603502197417
"('Medium', 'Medium', 'High')",1,906180503.0459454,906214639.3361666,913387381.70167,0.17136144638061523,0.004386425018310547,0.0010921955108642578,0.003767051940145694,0.7953027715229093
"('Medium', 'Medium', 'High')",2,984584052.9406923,984606735.7358476,991894006.8044652,0.1734905242919922,0.0035228729248046875,0.0022330284118652344,0.0023037946925444585,0.7424408146709232
"('Medium', 'Medium', 'High')",3,994617001.7972256,994645840.4529201,1001482052.9857653,0.174149751663208,0.003278017044067383,0.0010976791381835938,0.00289947342970959,0.6902205749685479
"('Medium', 'Medium', 'High')",4,854540199.4732664,854565209.9106678,861306128.7178899,0.17849063873291016,0.004411935806274414,0.0010960102081298828,0.0029267713112654274,0.7917625465477249
"('Medium', 'Medium', 'High')",5,967452995.379782,967487359.0526015,974453586.0458477,0.17474055290222168,0.003999471664428711,0.0009999275207519531,0.0035519733758233333,0.7236104182320042
"('Medium', 'Medium', 'High')",6,1061849811.7542897,1061878524.3511533,1068591004.4068289,0.17172789573669434,0.003998994827270508,0.0010004043579101562,0.0027040167588363493,0.6348536843832897
"('Medium', 'Medium', 'High')",7,964315065.8051835,964340793.159028,971432259.4975439,0.17248320579528809,0.004024505615234375,0.0010085105895996094,0.0026679406717597647,0.7380568804468163
"('Medium', 'Medium', 'High')",8,923987247.3396206,924018394.7023398,931072556.5465741,0.19600224494934082,0.003999471664428711,0.0010001659393310547,0.0033709732259680943,0.766818939044215
"('Medium', 'Medium', 'High')",9,942677920.706967,942704644.3020496,949575822.4906048,0.20900940895080566,0.004030942916870117,0.0020132064819335938,0.002834859552305959,0.7317347348566984
"('Medium', 'Medium', 'High')",10,890263003.6797818,890293576.950026,897278869.2459363,0.1853344440460205,0.003999233245849609,0.0009999275207519531,0.003434184068962799,0.788066620443099
"('Medium', 'Medium', 'High')",11,913174872.9626945,913204362.9824373,919967249.3862163,0.1770648956298828,0.003999471664428711,0.002000093460083008,0.0032293945678827304,0.7438198996304668
"('Medium', 'Medium', 'High')",12,998952073.2445681,998985129.718204,1006008929.7640592,0.18364906311035156,0.00503087043762207,0.0010044574737548828,0.003309115073813847,0.706425934586692
"('Medium', 'Medium', 'High')",13,1025383838.5355928,1025411642.6706142,1032341422.2922966,0.21936559677124023,0.005112171173095703,0.0010650157928466797,0.0027115831141981675,0.6785345638605308
"('Medium', 'Medium', 'High')",14,1062641875.5587379,1062668783.1825837,1069912955.4252313,0.20224618911743164,0.003999233245849609,0.0009999275207519531,0.0025321441272646637,0.6842455613440158
"('Medium', 'Medium', 'High')",15,1051179810.5225247,1051205972.5159984,1058190556.7386545,0.1887650489807129,0.004431486129760742,0.013273239135742188,0.0024888219134121606,0.6669407218394776
"('Medium', 'Medium', 'High')",16,973415636.3433233,973446596.1770816,980366919.7834159,0.18522310256958008,0.003998994827270508,0.0010001659393310547,0.0031805358987797745,0.7141125723237148
"('Medium', 'Medium', 'High')",17,964181707.8483028,964210261.9865465,971332142.385717,0.18225908279418945,0.004452943801879883,0.001094818115234375,0.0029614893138138363,0.7416065332095254
"('Medium', 'Medium', 'High')",18,1017762137.744043,1017788903.1674173,1025090932.9350667,0.1826009750366211,0.0032258033752441406,0.0011124610900878906,0.0026298309184131265,0.7200891956217403
"('Medium', 'Medium', 'High')",19,1090387948.873046,1090424881.3751042,1097100767.8337514,0.1799783706665039,0.003999471664428711,0.0010001659393310547,0.00338709741761532,0.6156358356347804
"('Medium', 'Medium', 'High')",20,889414450.3682537,889437810.1925713,896623515.4807775,0.1770617961883545,0.0033135414123535156,0.0010938644409179688,0.002626427343057287,0.810540587634814
"('Medium', 'Medium', 'High')",21,948353513.630474,948381323.807202,955053448.8607262,0.19150662422180176,0.004268646240234375,0.0021076202392578125,0.0029324694144431053,0.7064807726186056
"('Medium', 'Medium', 'High')",22,1032510148.0202657,1032539657.7458413,1039593024.6394681,0.18044781684875488,0.003998994827270508,0.0010004043579101562,0.0028580567108370046,0.6859861506236117
"('Medium', 'Medium', 'High')",23,1036833950.7914467,1036860100.1847405,1043902558.6224202,0.18282365798950195,0.003029346466064453,0.0010025501251220703,0.0025220425386241405,0.6817492642460081
"('Medium', 'Medium', 'High')",24,961344542.4764192,961379040.3175414,968347012.1411378,0.17096495628356934,0.005033731460571289,0.0010058879852294922,0.0035884991902366387,0.7284037465569106
"('Medium', 'Medium', 'High')",25,971562148.7776928,971588923.420306,978786942.7823559,0.18425273895263672,0.0033195018768310547,0.0011069774627685547,0.0027558342661719885,0.7436265414160598
"('Medium', 'Medium', 'High')",26,977274815.5511976,977302716.3206583,983552954.5277628,0.1736137866973877,0.003312349319458008,0.001102447509765625,0.0028549563558477303,0.6424128481223736
"('Medium', 'Medium', 'High')",27,975505014.5854701,975532841.9201343,982509688.2559664,0.1717987060546875,0.0039997100830078125,0.0015053749084472656,0.002852608059226686,0.7180561417690817
"('Medium', 'Medium', 'High')",28,922871440.5300064,922898607.4868722,930259839.8070064,0.16751646995544434,0.003311634063720703,0.0010991096496582031,0.0029437422887618543,0.8005881374719735
"('Medium', 'Medium', 'High')",29,975648211.5177563,975675923.6733966,982921016.276271,0.1704084873199463,0.0035047531127929688,0.0020012855529785156,0.002840383994261044,0.7454331051558823
"('Medium', 'Medium', 'High')",30,993304849.1482059,993334256.9022734,1000588217.0879196,0.17387723922729492,0.0039997100830078125,0.0009996891021728516,0.0029605970506192897,0.7332459864622087
