Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Medium', 'High', 'Medium')",25,Relax,904926484.6173286,0.0,0.09757018089294434
"('Medium', 'High', 'Medium')",25,Heur,890101705.9292799,-1.6382301700803639,0.0024149417877197266
"('Medium', 'High', 'Medium')",26,Relax,1025587079.8704312,0.0,0.0944218635559082
"('Medium', 'High', 'Medium')",26,Heur,1007659808.6001178,-1.7480008886791207,0.002537965774536133
"('Medium', 'High', 'Medium')",27,Relax,934723813.7282932,0.0,0.10414600372314453
"('Medium', 'High', 'Medium')",27,Heur,920520735.4178519,-1.5194946466368542,0.0023458003997802734
"('Medium', 'High', 'Medium')",28,Relax,1053084142.5408992,0.0,0.09958481788635254
"('Medium', 'High', 'Medium')",28,Heur,1036789181.2414758,-1.547356060277062,0.0026559829711914062
"('Medium', 'High', 'Medium')",29,Relax,1055591539.0034423,0.0,0.09955620765686035
"('Medium', 'High', 'Medium')",29,Heur,1036956363.9526417,-1.765377455411737,0.0027840137481689453
"('Medium', 'High', 'Medium')",30,Relax,959090574.5738684,0.0,0.09557580947875977
"('Medium', 'High', 'Medium')",30,Heur,942429685.0360088,-1.7371549652922118,0.002361297607421875
"('Medium', 'Medium', 'Low')",1,Relax,873042765.3259795,0.0,0.09247303009033203
"('Medium', 'Medium', 'Low')",1,Heur,866943505.8020296,-0.6986209342989631,0.002437114715576172
"('Medium', 'Medium', 'Low')",2,Relax,894545258.9495583,0.0,0.09403705596923828
"('Medium', 'Medium', 'Low')",2,Heur,886769500.6213115,-0.8692414665947241,0.0025177001953125
"('Medium', 'Medium', 'Low')",3,Relax,879712371.7039267,0.0,0.10398697853088379
"('Medium', 'Medium', 'Low')",3,Heur,873231415.9660544,-0.7367130378443119,0.002624034881591797
"('Medium', 'Medium', 'Low')",4,Relax,998653574.2576497,0.0,0.09858369827270508
"('Medium', 'Medium', 'Low')",4,Heur,990197369.5455729,-0.8467605714386706,0.00251007080078125
"('Medium', 'Medium', 'Low')",5,Relax,846097376.0507563,0.0,0.10668325424194336
"('Medium', 'Medium', 'Low')",5,Heur,839170389.2692801,-0.818698530163119,0.0024330615997314453
"('Medium', 'Medium', 'Low')",6,Relax,913456572.8530984,0.0,0.09173798561096191
"('Medium', 'Medium', 'Low')",6,Heur,905941212.456644,-0.8227386632054976,0.0023772716522216797
"('Medium', 'Medium', 'Low')",7,Relax,1006702485.9493994,0.0,0.09371209144592285
"('Medium', 'Medium', 'Low')",7,Heur,998059272.1048304,-0.8585668521934502,0.0025022029876708984
"('Medium', 'Medium', 'Low')",8,Relax,1029606615.435805,0.0,0.10256004333496094
"('Medium', 'Medium', 'Low')",8,Heur,1020525396.5513364,-0.88200859904389,0.002666950225830078
"('Medium', 'Medium', 'Low')",9,Relax,960715177.0641242,0.0,0.10202813148498535
"('Medium', 'Medium', 'Low')",9,Heur,952683865.6566881,-0.8359721589888104,0.0025930404663085938
"('Medium', 'Medium', 'Low')",10,Relax,917173668.0850136,0.0,0.10208320617675781
"('Medium', 'Medium', 'Low')",10,Heur,908917253.7613858,-0.9002018495435627,0.0026068687438964844
"('Medium', 'Medium', 'Low')",11,Relax,1026987533.4850333,0.0,0.1010429859161377
"('Medium', 'Medium', 'Low')",11,Heur,1018139270.6178206,-0.8615745156308271,0.0026831626892089844
"('Medium', 'Medium', 'Low')",12,Relax,947898870.3023629,0.0,0.09764313697814941
"('Medium', 'Medium', 'Low')",12,Heur,939772213.2237568,-0.8573337655749994,0.0025899410247802734
"('Medium', 'Medium', 'Low')",13,Relax,922878058.3402234,0.0,0.10364794731140137
"('Medium', 'Medium', 'Low')",13,Heur,914663321.5267942,-0.8901215863993197,0.002553701400756836
"('Medium', 'Medium', 'Low')",14,Relax,1042029608.2779593,0.0,0.09261703491210938
"('Medium', 'Medium', 'Low')",14,Heur,1032703583.7457327,-0.8949865203579689,0.0025072097778320312
"('Medium', 'Medium', 'Low')",15,Relax,990840711.7198935,0.0,0.10228085517883301
"('Medium', 'Medium', 'Low')",15,Heur,981428952.0471075,-0.9498761568293999,0.002458810806274414
"('Medium', 'Medium', 'Low')",16,Relax,895393928.9395984,0.0,0.10080313682556152
"('Medium', 'Medium', 'Low')",16,Heur,888078222.3936943,-0.8170377651061406,0.002830028533935547
"('Medium', 'Medium', 'Low')",17,Relax,954447091.4072454,0.0,0.1013650894165039
"('Medium', 'Medium', 'Low')",17,Heur,948146929.7955877,-0.6600849505831407,0.002554178237915039
"('Medium', 'Medium', 'Low')",18,Relax,914249915.5833136,0.0,0.10045003890991211
"('Medium', 'Medium', 'Low')",18,Heur,907031090.7826886,-0.7895898788264237,0.002641916275024414
"('Medium', 'Medium', 'Low')",19,Relax,874717124.3924384,0.0,0.09761595726013184
"('Medium', 'Medium', 'Low')",19,Heur,866869890.0642468,-0.8971168060351139,0.0025742053985595703
"('Medium', 'Medium', 'Low')",20,Relax,950165937.1224482,0.0,0.10040998458862305
"('Medium', 'Medium', 'Low')",20,Heur,942069820.871008,-0.8520739309976778,0.0024590492248535156
"('Medium', 'Medium', 'Low')",21,Relax,1024428873.911903,0.0,0.1070091724395752
"('Medium', 'Medium', 'Low')",21,Heur,1015115769.9839567,-0.9091020533600481,0.002526998519897461
"('Medium', 'Medium', 'Low')",22,Relax,878079825.3088247,0.0,0.10028314590454102
"('Medium', 'Medium', 'Low')",22,Heur,870379134.0257281,-0.8769921664454805,0.002414703369140625
"('Medium', 'Medium', 'Low')",23,Relax,948137583.0813662,0.0,0.096160888671875
"('Medium', 'Medium', 'Low')",23,Heur,939979971.2188712,-0.8603827132327572,0.002502918243408203
"('Medium', 'Medium', 'Low')",24,Relax,915933229.0349345,0.0,0.09386110305786133
"('Medium', 'Medium', 'Low')",24,Heur,907552753.4132935,-0.9149657809086214,0.002599954605102539
"('Medium', 'Medium', 'Low')",25,Relax,893029241.8930279,0.0,0.1005549430847168
"('Medium', 'Medium', 'Low')",25,Heur,886130798.1230516,-0.7724768066220381,0.002563953399658203
"('Medium', 'Medium', 'Low')",26,Relax,1012307136.5754999,0.0,0.09684395790100098
"('Medium', 'Medium', 'Low')",26,Heur,1003808778.6084429,-0.8395039074609117,0.0031540393829345703
"('Medium', 'Medium', 'Low')",27,Relax,922636547.081528,0.0,0.10067200660705566
"('Medium', 'Medium', 'Low')",27,Heur,917824524.5587474,-0.5215512585103923,0.002468109130859375
"('Medium', 'Medium', 'Low')",28,Relax,1040109657.1248741,0.0,0.09708094596862793
"('Medium', 'Medium', 'Low')",28,Heur,1031537062.5918951,-0.8242010324830393,0.009150981903076172
"('Medium', 'Medium', 'Low')",29,Relax,1042683002.2498034,0.0,0.10263490676879883
"('Medium', 'Medium', 'Low')",29,Heur,1032858994.2863988,-0.942185490912131,0.002408742904663086
"('Medium', 'Medium', 'Low')",30,Relax,946942545.957278,0.0,0.09575223922729492
"('Medium', 'Medium', 'Low')",30,Heur,939188360.7867962,-0.8188654320778229,0.0026040077209472656
"('Medium', 'Medium', 'High')",1,Relax,906180503.0459455,0.0,0.09328579902648926
"('Medium', 'Medium', 'High')",1,Heur,873246481.1855451,-3.6343776708612987,0.0029151439666748047
"('Medium', 'Medium', 'High')",2,Relax,927076248.3658179,0.0,0.1053459644317627
"('Medium', 'Medium', 'High')",2,Heur,892262044.7515582,-3.7552686389741567,0.002336740493774414
"('Medium', 'Medium', 'High')",3,Relax,912872324.1054341,0.0,0.0996701717376709
"('Medium', 'Medium', 'High')",3,Heur,879076805.9119866,-3.702107874347628,0.002652883529663086
"('Medium', 'Medium', 'High')",4,Relax,1034800122.6073148,0.0,0.1083838939666748
"('Medium', 'Medium', 'High')",4,Heur,995758036.6433837,-3.7729108366898356,0.0028409957885742188
"('Medium', 'Medium', 'High')",5,Relax,878497370.833932,0.0,0.10088706016540527
"('Medium', 'Medium', 'High')",5,Heur,845610114.4447787,-3.743580513841999,0.002638101577758789
"('Medium', 'Medium', 'High')",6,Relax,947317945.0844389,0.0,0.1115572452545166
"('Medium', 'Medium', 'High')",6,Heur,911672095.1576414,-3.7628179759246754,0.0027167797088623047
"('Medium', 'Medium', 'High')",7,Relax,1044394923.5520422,0.0,0.10426497459411621
"('Medium', 'Medium', 'High')",7,Heur,1005243096.0266833,-3.748756973291433,0.0027420520782470703
"('Medium', 'Medium', 'High')",8,Relax,1066954734.5804597,0.0,0.10078310966491699
"('Medium', 'Medium', 'High')",8,Heur,1026914441.5364738,-3.7527639876616057,0.0025908946990966797
"('Medium', 'Medium', 'High')",9,Relax,997179683.9138317,0.0,0.10286593437194824
"('Medium', 'Medium', 'High')",9,Heur,960478188.2637429,-3.680529822472821,0.0025908946990966797
"('Medium', 'Medium', 'High')",10,Relax,950246025.4615277,0.0,0.0992271900177002
"('Medium', 'Medium', 'High')",10,Heur,914503569.972573,-3.7613896329210963,0.0028121471405029297
"('Medium', 'Medium', 'High')",11,Relax,1063767036.1175001,0.0,0.10404777526855469
"('Medium', 'Medium', 'High')",11,Heur,1023955377.0244174,-3.742516711025929,0.0026869773864746094
"('Medium', 'Medium', 'High')",12,Relax,982645601.7570198,0.0,0.10395693778991699
"('Medium', 'Medium', 'High')",12,Heur,945538491.0333196,-3.776245541358022,0.002568960189819336
"('Medium', 'Medium', 'High')",13,Relax,956301094.9168591,0.0,0.10840916633605957
"('Medium', 'Medium', 'High')",13,Heur,920411157.5305042,-3.7529955342647803,0.002650022506713867
"('Medium', 'Medium', 'High')",14,Relax,1080093272.4097707,0.0,0.11066889762878418
"('Medium', 'Medium', 'High')",14,Heur,1039458946.3564879,-3.7621126888999656,0.0027120113372802734
"('Medium', 'Medium', 'High')",15,Relax,1026700525.1830293,0.0,0.09772109985351562
"('Medium', 'Medium', 'High')",15,Heur,988048472.7579548,-3.764686145279217,0.0025429725646972656
"('Medium', 'Medium', 'High')",16,Relax,929221710.0061626,0.0,0.09686779975891113
"('Medium', 'Medium', 'High')",16,Heur,894199721.3164865,-3.768959368097835,0.0023729801177978516
"('Medium', 'Medium', 'High')",17,Relax,990019536.7438958,0.0,0.10013580322265625
"('Medium', 'Medium', 'High')",17,Heur,953317562.8702571,-3.7071969301079477,0.002813100814819336
"('Medium', 'Medium', 'High')",18,Relax,948419441.1153932,0.0,0.1038358211517334
"('Medium', 'Medium', 'High')",18,Heur,913176637.8794489,-3.715951161281216,0.0025930404663085938
"('Medium', 'Medium', 'High')",19,Relax,906691736.1899688,0.0,0.09884524345397949
"('Medium', 'Medium', 'High')",19,Heur,872761663.7615117,-3.7421839280277895,0.0027341842651367188
"('Medium', 'Medium', 'High')",20,Relax,984646442.2435349,0.0,0.10085296630859375
"('Medium', 'Medium', 'High')",20,Heur,947772830.922968,-3.7448580260494,0.002638101577758789
"('Medium', 'Medium', 'High')",21,Relax,1062739428.2135928,0.0,0.09795498847961426
"('Medium', 'Medium', 'High')",21,Heur,1023073770.785696,-3.7323972720737912,0.0026788711547851562
"('Medium', 'Medium', 'High')",22,Relax,910801141.2065009,0.0,0.10939216613769531
"('Medium', 'Medium', 'High')",22,Heur,876516576.6262449,-3.7642206436896455,0.002405881881713867
"('Medium', 'Medium', 'High')",23,Relax,983380164.0991389,0.0,0.12184000015258789
"('Medium', 'Medium', 'High')",23,Heur,946264013.5849905,-3.7743440298239035,0.0033779144287109375
"('Medium', 'Medium', 'High')",24,Relax,951390374.3789778,0.0,0.10799217224121094
"('Medium', 'Medium', 'High')",24,Heur,915790291.6711559,-3.7419006610256997,0.002640962600708008
"('Medium', 'Medium', 'High')",25,Relax,927068304.5829488,0.0,0.10087108612060547
"('Medium', 'Medium', 'High')",25,Heur,892319391.7062365,-3.7482581062184495,0.002627134323120117
"('Medium', 'Medium', 'High')",26,Relax,1050883834.1835086,0.0,0.10500311851501465
"('Medium', 'Medium', 'High')",26,Heur,1011603889.348627,-3.7378008450763245,0.002907276153564453
"('Medium', 'Medium', 'High')",27,Relax,957202756.5975426,0.0,0.10298585891723633
"('Medium', 'Medium', 'High')",27,Heur,921766931.7381814,-3.7020186804853026,0.0028340816497802734
"('Medium', 'Medium', 'High')",28,Relax,1077376291.945434,0.0,0.10184597969055176
"('Medium', 'Medium', 'High')",28,Heur,1036774664.3704585,-3.7685651595006475,0.002763032913208008
"('Medium', 'Medium', 'High')",29,Relax,1080283587.5500212,0.0,0.10213708877563477
"('Medium', 'Medium', 'High')",29,Heur,1039438975.2631706,-3.7809157481955467,0.002429962158203125
"('Medium', 'Medium', 'High')",30,Relax,982008899.6464134,0.0,0.11266684532165527
"('Medium', 'Medium', 'High')",30,Heur,945027346.0349506,-3.765908193375699,0.0025599002838134766
