Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Small', 'Medium', 'Medium')",4,Heur,15430531.487645775,-1.8562057067304338,0.00015783309936523438
"('Small', 'Medium', 'Medium')",4,Naive,26358771.43623503,67.65137634645723,3.1948089599609375e-05
"('Small', 'Medium', 'Medium')",5,Relax,17057896.992888074,0.0,0.005222320556640625
"('Small', 'Medium', 'Medium')",5,Heur,16728516.319769047,-1.9309571001416848,0.00014710426330566406
"('Small', 'Medium', 'Medium')",5,Naive,28103386.799274467,64.75294000773702,3.409385681152344e-05
"('Large', 'Medium', 'Medium')",1,Relax,13176631595.917202,0.0,2.8115150928497314
"('Large', 'Medium', 'Medium')",1,Heur,12921031220.661837,-1.9398005734224482,0.11277294158935547
"('Large', 'Medium', 'Medium')",1,Naive,13534509949.07605,2.716007885275755,0.02185511589050293
"('Large', 'Medium', 'Medium')",2,Relax,13780026210.380405,0.0,3.584520101547241
"('Large', 'Medium', 'Medium')",2,Heur,13513593839.358692,-1.933467810249965,0.0825049877166748
"('Large', 'Medium', 'Medium')",2,Naive,14152342669.634668,2.70185595854527,0.01776885986328125
"('Large', 'Medium', 'Medium')",3,Relax,12733260600.952654,0.0,2.8475472927093506
"('Large', 'Medium', 'Medium')",3,Heur,12486443892.681599,-1.9383621839373124,0.06017494201660156
"('Large', 'Medium', 'Medium')",3,Naive,13104225078.592278,2.913350234989061,0.01399087905883789
"('Large', 'Medium', 'Medium')",4,Relax,13474266528.265862,0.0,3.367518186569214
"('Large', 'Medium', 'Medium')",4,Heur,13213462827.217659,-1.9355688155722413,0.11380505561828613
"('Large', 'Medium', 'Medium')",4,Naive,13868691396.92424,2.927245559756202,0.02274918556213379
"('Large', 'Medium', 'Medium')",5,Relax,13216465313.067495,0.0,4.293537139892578
"('Large', 'Medium', 'Medium')",5,Heur,12961505859.482313,-1.929104700430731,0.08879590034484863
"('Large', 'Medium', 'Medium')",5,Naive,13599844144.60814,2.900766751618438,0.017541170120239258
"('Medium', 'Low', 'Medium')",1,Relax,882872399.7478844,0.0,0.1937868595123291
"('Medium', 'Low', 'Medium')",1,Heur,866623796.0363036,-1.8404249262091272,0.00477910041809082
"('Medium', 'Low', 'Medium')",1,Naive,982451326.1586965,11.278971507009187,0.0010919570922851562
"('Medium', 'Low', 'Medium')",2,Relax,960713858.0459279,0.0,0.17398691177368164
"('Medium', 'Low', 'Medium')",2,Heur,942530950.0022097,-1.892645545959114,0.005068063735961914
"('Medium', 'Low', 'Medium')",2,Naive,1047564511.0850965,9.040220697536416,0.002277851104736328
"('Medium', 'Low', 'Medium')",3,Relax,969594560.5092005,0.0,0.1673879623413086
"('Medium', 'Low', 'Medium')",3,Heur,951059688.0383084,-1.9116106077532182,0.004541158676147461
"('Medium', 'Low', 'Medium')",3,Naive,1067454944.8738189,10.092918045376125,0.0011217594146728516
"('Medium', 'Low', 'Medium')",4,Relax,832856748.9324298,0.0,0.16933083534240723
"('Medium', 'Low', 'Medium')",4,Heur,817023821.4953082,-1.901038498807454,0.004601001739501953
"('Medium', 'Low', 'Medium')",4,Naive,921118806.1044555,10.597507588809423,0.0011851787567138672
"('Medium', 'Low', 'Medium')",5,Relax,942587292.3411685,0.0,0.19096994400024414
"('Medium', 'Low', 'Medium')",5,Heur,924486994.5635688,-1.9202781455543227,0.004769086837768555
"('Medium', 'Low', 'Medium')",5,Naive,1047213378.0000525,11.099882897743822,0.0018558502197265625
"('Medium', 'High', 'Medium')",1,Relax,884658687.9092555,0.0,0.1923520565032959
"('Medium', 'High', 'Medium')",1,Heur,873178994.4592863,-1.2976409554174535,0.006108760833740234
"('Medium', 'High', 'Medium')",1,Naive,982451326.1586965,11.05427885194433,0.0015840530395507812
"('Medium', 'High', 'Medium')",2,Relax,962423594.9767215,0.0,0.1801290512084961
"('Medium', 'High', 'Medium')",2,Heur,948419308.8350824,-1.4551062769796121,0.004569053649902344
"('Medium', 'High', 'Medium')",2,Naive,1047564511.0850965,8.846511718203905,0.0011818408966064453
"('Medium', 'High', 'Medium')",3,Relax,971250678.6746581,0.0,0.16418099403381348
"('Medium', 'High', 'Medium')",3,Heur,954535429.9523547,-1.7210025268772589,0.004292011260986328
"('Medium', 'High', 'Medium')",3,Naive,1067454944.8738189,9.905194231672354,0.0011718273162841797
"('Medium', 'High', 'Medium')",4,Relax,834454869.3088431,0.0,0.18017578125
"('Medium', 'High', 'Medium')",4,Heur,821400116.8296419,-1.5644647732733712,0.00434422492980957
"('Medium', 'High', 'Medium')",4,Naive,921118806.1044555,10.38569489892171,0.0011107921600341797
"('Medium', 'High', 'Medium')",5,Relax,944049266.4284298,0.0,0.16743898391723633
"('Medium', 'High', 'Medium')",5,Heur,927270504.3624619,-1.7773184793041674,0.0042819976806640625
"('Medium', 'High', 'Medium')",5,Naive,1047213378.0000525,10.927831336802768,0.0011241436004638672
"('Medium', 'Medium', 'Low')",1,Relax,873042765.3259795,0.0,0.17489290237426758
"('Medium', 'Medium', 'Low')",1,Heur,866943505.8020296,-0.6986209342989631,0.004756927490234375
"('Medium', 'Medium', 'Low')",1,Naive,982451326.1586965,12.531867301124217,0.001161813735961914
"('Medium', 'Medium', 'Low')",2,Relax,950389674.9548564,0.0,0.18505597114562988
"('Medium', 'Medium', 'Low')",2,Heur,942178808.990617,-0.8639473029449078,0.008356809616088867
"('Medium', 'Medium', 'Low')",2,Naive,1047564511.0850965,10.224736094155894,0.002096891403198242
"('Medium', 'Medium', 'Low')",3,Relax,958773810.9627019,0.0,0.4667840003967285
"('Medium', 'Medium', 'Low')",3,Heur,950689612.8230551,-0.8431809512537112,0.005887031555175781
"('Medium', 'Medium', 'Low')",3,Naive,1067454944.8738189,11.335429969868551,0.00131988525390625
"('Medium', 'Medium', 'Low')",4,Relax,823468521.1586678,0.0,0.18374919891357422
"('Medium', 'Medium', 'Low')",4,Heur,817214402.905129,-0.7594848003101492,0.00489497184753418
"('Medium', 'Medium', 'Low')",4,Naive,921118806.1044555,11.858411394814228,0.0017921924591064453
"('Medium', 'Medium', 'Low')",5,Relax,931535217.2497793,0.0,0.20878195762634277
"('Medium', 'Medium', 'Low')",5,Heur,924706110.1138175,-0.7331024108915414,0.006025075912475586
"('Medium', 'Medium', 'Low')",5,Naive,1047213378.0000525,12.418012610601654,0.0015308856964111328
"('Medium', 'Medium', 'High')",1,Relax,906180503.0459455,0.0,0.3376920223236084
"('Medium', 'Medium', 'High')",1,Heur,873246481.1855451,-3.6343776708612987,0.007548093795776367
"('Medium', 'Medium', 'High')",1,Naive,982451326.1586965,8.41673627454815,0.0019299983978271484
"('Medium', 'Medium', 'High')",2,Relax,984584052.9406923,0.0,0.2261672019958496
"('Medium', 'Medium', 'High')",2,Heur,947491204.2280542,-3.7673623294884377,0.004271984100341797
"('Medium', 'Medium', 'High')",2,Naive,1047564511.0850965,6.396656329776842,0.001062154769897461
"('Medium', 'Medium', 'High')",3,Relax,994617001.7972256,0.0,0.2168891429901123
"('Medium', 'Medium', 'High')",3,Heur,957207112.264639,-3.761235678154373,0.007142066955566406
"('Medium', 'Medium', 'High')",3,Naive,1067454944.8738189,7.323215161713362,0.002833843231201172
"('Medium', 'Medium', 'High')",4,Relax,854540199.4732662,0.0,0.23977208137512207
"('Medium', 'Medium', 'High')",4,Heur,822693725.2790971,-3.7267379830462217,0.0065288543701171875
"('Medium', 'Medium', 'High')",4,Naive,921118806.1044555,7.7911614541045475,0.00162506103515625
"('Medium', 'Medium', 'High')",5,Relax,967452995.3797821,0.0,0.20708775520324707
"('Medium', 'Medium', 'High')",5,Heur,931232119.077089,-3.7439417186851864,0.00463104248046875
"('Medium', 'Medium', 'High')",5,Naive,1047213378.0000525,8.24436773684904,0.0016252994537353516
