Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Medium', 'Medium', 'Medium')",28,Relax,1052531868.7317277,0.0,0.10122108459472656
"('Medium', 'Medium', 'Medium')",28,Heur,1033343069.7475082,-1.8231085969246263,0.0032498836517333984
"('Medium', 'Medium', 'Medium')",29,Relax,1055216530.6832108,0.0,0.09756112098693848
"('Medium', 'Medium', 'Medium')",29,Heur,1034941248.5917562,-1.9214333268952093,0.002540111541748047
"('Medium', 'Medium', 'Medium')",30,Relax,958631330.5203243,0.0,0.09518599510192871
"('Medium', 'Medium', 'Medium')",30,Heur,941205372.613369,-1.8177955750201622,0.0026140213012695312
"('Small', 'Medium', 'Medium')",1,Relax,18598203.6227706,0.0,0.0036678314208984375
"('Small', 'Medium', 'Medium')",1,Heur,18352449.348067418,-1.3213871602217244,0.00012230873107910156
"('Small', 'Medium', 'Medium')",2,Relax,24544236.872545056,0.0,0.0032939910888671875
"('Small', 'Medium', 'Medium')",2,Heur,24036816.853110068,-2.0673693057557783,0.0001049041748046875
"('Small', 'Medium', 'Medium')",3,Relax,19553023.09686853,0.0,0.0037169456481933594
"('Small', 'Medium', 'Medium')",3,Heur,19177040.632167947,-1.9228866188001281,9.179115295410156e-05
"('Small', 'Medium', 'Medium')",4,Relax,14314673.532201502,0.0,0.004536151885986328
"('Small', 'Medium', 'Medium')",4,Heur,14040883.529609846,-1.9126527892917262,0.00011014938354492188
"('Small', 'Medium', 'Medium')",5,Relax,21482861.817569192,0.0,0.0031256675720214844
"('Small', 'Medium', 'Medium')",5,Heur,21043869.246149924,-2.0434548020052445,9.393692016601562e-05
"('Small', 'Medium', 'Medium')",6,Relax,15299030.37770018,0.0,0.0028738975524902344
"('Small', 'Medium', 'Medium')",6,Heur,15010613.959706595,-1.8851940997122247,7.891654968261719e-05
"('Small', 'Medium', 'Medium')",7,Relax,12929294.017630365,0.0,0.0028498172760009766
"('Small', 'Medium', 'Medium')",7,Heur,12688303.989804476,-1.8639070895694276,8.678436279296875e-05
"('Small', 'Medium', 'Medium')",8,Relax,20938735.708407324,0.0,0.0033500194549560547
"('Small', 'Medium', 'Medium')",8,Heur,20541745.435423996,-1.895961048039438,0.00011396408081054688
"('Small', 'Medium', 'Medium')",9,Relax,11561043.242001005,0.0,0.003075122833251953
"('Small', 'Medium', 'Medium')",9,Heur,11372602.967252132,-1.6299590859090793,8.702278137207031e-05
"('Small', 'Medium', 'Medium')",10,Relax,23758667.672328193,0.0,0.0028917789459228516
"('Small', 'Medium', 'Medium')",10,Heur,23349842.39784068,-1.7207415841910794,8.225440979003906e-05
"('Small', 'Medium', 'Medium')",11,Relax,16342045.12175537,0.0,0.0028901100158691406
"('Small', 'Medium', 'Medium')",11,Heur,16035283.410164919,-1.8771317133500947,7.796287536621094e-05
"('Small', 'Medium', 'Medium')",12,Relax,28259648.604316868,0.0,0.0034749507904052734
"('Small', 'Medium', 'Medium')",12,Heur,27696765.03108578,-1.9918279279138011,9.918212890625e-05
"('Small', 'Medium', 'Medium')",13,Relax,22041208.06443084,0.0,0.0030832290649414062
"('Small', 'Medium', 'Medium')",13,Heur,21673481.471019097,-1.6683595215688976,9.417533874511719e-05
"('Small', 'Medium', 'Medium')",14,Relax,15138006.065035991,0.0,0.011158943176269531
"('Small', 'Medium', 'Medium')",14,Heur,14841890.894003946,-1.9561041907360406,0.00011491775512695312
"('Small', 'Medium', 'Medium')",15,Relax,18032132.143454973,0.0,0.00344085693359375
"('Small', 'Medium', 'Medium')",15,Heur,17877858.997691683,-0.8555457809202274,0.00010323524475097656
"('Small', 'Medium', 'Medium')",16,Relax,18252294.910181165,0.0,0.0029599666595458984
"('Small', 'Medium', 'Medium')",16,Heur,17973947.000731334,-1.5250022576315467,9.226799011230469e-05
"('Small', 'Medium', 'Medium')",17,Relax,24899659.316081434,0.0,0.0029239654541015625
"('Small', 'Medium', 'Medium')",17,Heur,24571141.547459394,-1.3193665200465923,9.083747863769531e-05
"('Small', 'Medium', 'Medium')",18,Relax,18036801.01167164,0.0,0.0028808116912841797
"('Small', 'Medium', 'Medium')",18,Heur,17686360.081243105,-1.9429217531521468,7.82012939453125e-05
"('Small', 'Medium', 'Medium')",19,Relax,19610762.43438503,0.0,0.003033161163330078
"('Small', 'Medium', 'Medium')",19,Heur,19518959.442872867,-0.4681255602342077,8.916854858398438e-05
"('Small', 'Medium', 'Medium')",20,Relax,15680071.52297883,0.0,0.0030760765075683594
"('Small', 'Medium', 'Medium')",20,Heur,15375891.118515287,-1.9399172001082543,0.00010013580322265625
"('Small', 'Medium', 'Medium')",21,Relax,16696183.877714533,0.0,0.002985239028930664
"('Small', 'Medium', 'Medium')",21,Heur,16372702.795378838,-1.9374551975764147,8.511543273925781e-05
"('Small', 'Medium', 'Medium')",22,Relax,16298149.59926782,0.0,0.002918243408203125
"('Small', 'Medium', 'Medium')",22,Heur,16142660.198159497,-0.9540310092337592,8.511543273925781e-05
"('Small', 'Medium', 'Medium')",23,Relax,13476393.796959484,0.0,0.0028319358825683594
"('Small', 'Medium', 'Medium')",23,Heur,13414724.590459723,-0.45760911582796465,8.988380432128906e-05
"('Small', 'Medium', 'Medium')",24,Relax,24036837.39959742,0.0,0.0029599666595458984
"('Small', 'Medium', 'Medium')",24,Heur,23582947.45696295,-1.8883097434526586,7.987022399902344e-05
"('Small', 'Medium', 'Medium')",25,Relax,8128566.175984107,0.0,0.0042879581451416016
"('Small', 'Medium', 'Medium')",25,Heur,7991058.345605195,-1.69166157231001,9.179115295410156e-05
"('Small', 'Medium', 'Medium')",26,Relax,13662343.976782057,0.0,0.0032880306243896484
"('Small', 'Medium', 'Medium')",26,Heur,13409148.03187451,-1.8532394246392272,9.894371032714844e-05
"('Small', 'Medium', 'Medium')",27,Relax,12444449.956208726,0.0,0.003094911575317383
"('Small', 'Medium', 'Medium')",27,Heur,12207305.477949888,-1.9056244277034027,8.511543273925781e-05
"('Small', 'Medium', 'Medium')",28,Relax,20192663.514934115,0.0,0.003929853439331055
"('Small', 'Medium', 'Medium')",28,Heur,19795513.196873423,-1.966805011963714,0.00011205673217773438
"('Small', 'Medium', 'Medium')",29,Relax,17136610.677797183,0.0,0.003633260726928711
"('Small', 'Medium', 'Medium')",29,Heur,16839020.904713824,-1.7365731105096947,0.00011396408081054688
"('Small', 'Medium', 'Medium')",30,Relax,14027929.845743325,0.0,0.0032477378845214844
"('Small', 'Medium', 'Medium')",30,Heur,13822503.247621844,-1.4644113591986365,0.00011205673217773438
"('Large', 'Medium', 'Medium')",1,Relax,13176631595.917202,0.0,1.714385986328125
"('Large', 'Medium', 'Medium')",1,Heur,12921031220.661837,-1.9398005734224482,0.03190875053405762
"('Large', 'Medium', 'Medium')",2,Relax,13528099330.557177,0.0,1.5872080326080322
"('Large', 'Medium', 'Medium')",2,Heur,13267005675.150698,-1.9300098929398186,0.034327030181884766
"('Large', 'Medium', 'Medium')",3,Relax,13336560620.986546,0.0,1.4790170192718506
"('Large', 'Medium', 'Medium')",3,Heur,13079314354.264366,-1.928880121591275,0.03469204902648926
"('Large', 'Medium', 'Medium')",4,Relax,13798620972.183,0.0,1.5142431259155273
"('Large', 'Medium', 'Medium')",4,Heur,13531991024.354136,-1.932294164513768,0.0351099967956543
"('Large', 'Medium', 'Medium')",5,Relax,13345746988.394737,0.0,1.606414794921875
"('Large', 'Medium', 'Medium')",5,Heur,13087676461.774809,-1.9337286016612083,0.031481266021728516
"('Large', 'Medium', 'Medium')",6,Relax,13586206301.78427,0.0,1.5010581016540527
"('Large', 'Medium', 'Medium')",6,Heur,13323656540.019035,-1.9324729503831652,0.033776044845581055
"('Large', 'Medium', 'Medium')",7,Relax,12935673861.54578,0.0,1.4257361888885498
"('Large', 'Medium', 'Medium')",7,Heur,12685717801.981804,-1.9323002592623122,0.02968907356262207
"('Large', 'Medium', 'Medium')",8,Relax,13373461711.172417,0.0,1.5845580101013184
"('Large', 'Medium', 'Medium')",8,Heur,13115157510.036785,-1.931468506167254,0.03495979309082031
"('Large', 'Medium', 'Medium')",9,Relax,13406288285.137024,0.0,1.639401912689209
"('Large', 'Medium', 'Medium')",9,Heur,13146216537.579578,-1.9399235793383311,0.03231501579284668
"('Large', 'Medium', 'Medium')",10,Relax,12985674501.133718,0.0,1.4670281410217285
"('Large', 'Medium', 'Medium')",10,Heur,12734551021.18195,-1.9338501048200805,0.03218793869018555
"('Large', 'Medium', 'Medium')",11,Relax,13270788832.213957,0.0,1.4120960235595703
"('Large', 'Medium', 'Medium')",11,Heur,13017652097.49584,-1.9074731571618726,0.032270193099975586
"('Large', 'Medium', 'Medium')",12,Relax,13028282105.111889,0.0,1.4087460041046143
"('Large', 'Medium', 'Medium')",12,Heur,12777606849.540293,-1.9240852596616638,0.030205965042114258
"('Large', 'Medium', 'Medium')",13,Relax,13233781587.449257,0.0,1.4402120113372803
"('Large', 'Medium', 'Medium')",13,Heur,12977525200.53774,-1.9363806574724367,0.03130292892456055
"('Large', 'Medium', 'Medium')",14,Relax,13251389973.485903,0.0,1.5467588901519775
"('Large', 'Medium', 'Medium')",14,Heur,12997732429.902328,-1.9141957492089963,0.0361788272857666
"('Large', 'Medium', 'Medium')",15,Relax,12794409972.950258,0.0,2.1546881198883057
"('Large', 'Medium', 'Medium')",15,Heur,12546385577.794336,-1.9385371867893182,0.036914825439453125
"('Large', 'Medium', 'Medium')",16,Relax,12677866405.221214,0.0,1.4995620250701904
"('Large', 'Medium', 'Medium')",16,Heur,12432310406.747253,-1.9368874116928052,0.03253459930419922
"('Large', 'Medium', 'Medium')",17,Relax,12702936558.458149,0.0,1.5476698875427246
"('Large', 'Medium', 'Medium')",17,Heur,12458761246.647062,-1.922195790614293,0.033776044845581055
"('Large', 'Medium', 'Medium')",18,Relax,13044220121.774094,0.0,1.4843559265136719
"('Large', 'Medium', 'Medium')",18,Heur,12791102418.999977,-1.9404586890679592,0.034342050552368164
"('Large', 'Medium', 'Medium')",19,Relax,13073913283.493122,0.0,1.8053028583526611
"('Large', 'Medium', 'Medium')",19,Heur,12821591487.406233,-1.9299638189084982,0.03728914260864258
"('Large', 'Medium', 'Medium')",20,Relax,13416327561.252146,0.0,1.726552963256836
"('Large', 'Medium', 'Medium')",20,Heur,13157461239.869741,-1.9294871879100446,0.03307914733886719
"('Large', 'Medium', 'Medium')",21,Relax,13443257622.856989,0.0,1.6828978061676025
"('Large', 'Medium', 'Medium')",21,Heur,13183636770.945166,-1.9312346694182307,0.03287029266357422
"('Large', 'Medium', 'Medium')",22,Relax,13315660410.410969,0.0,1.5126838684082031
"('Large', 'Medium', 'Medium')",22,Heur,13058280021.008045,-1.9329149397778904,0.03488326072692871
"('Large', 'Medium', 'Medium')",23,Relax,13063954585.789934,0.0,1.4474430084228516
"('Large', 'Medium', 'Medium')",23,Heur,12811798666.996935,-1.9301653043656248,0.03298306465148926
"('Large', 'Medium', 'Medium')",24,Relax,13254503318.837011,0.0,1.4657158851623535
"('Large', 'Medium', 'Medium')",24,Heur,12997566604.059465,-1.9384861778441225,0.03759407997131348
"('Large', 'Medium', 'Medium')",25,Relax,13506448878.03522,0.0,1.6053009033203125
"('Large', 'Medium', 'Medium')",25,Heur,13244989354.312313,-1.9358124854572476,0.03389787673950195
"('Large', 'Medium', 'Medium')",26,Relax,13676678385.820957,0.0,1.5642380714416504
"('Large', 'Medium', 'Medium')",26,Heur,13412166587.49507,-1.9340353766022267,0.0317540168762207
"('Large', 'Medium', 'Medium')",27,Relax,13079061208.067047,0.0,1.4764952659606934
"('Large', 'Medium', 'Medium')",27,Heur,12826106892.19447,-1.934040309533514,0.03239917755126953
"('Large', 'Medium', 'Medium')",28,Relax,13479674425.622734,0.0,1.464874029159546
"('Large', 'Medium', 'Medium')",28,Heur,13219176946.572945,-1.932520555204396,0.0348050594329834
"('Large', 'Medium', 'Medium')",29,Relax,13134957990.574394,0.0,1.4802849292755127
"('Large', 'Medium', 'Medium')",29,Heur,12880249001.20826,-1.9391686638732537,0.03272294998168945
"('Large', 'Medium', 'Medium')",30,Relax,13093520630.147919,0.0,1.4395480155944824
"('Large', 'Medium', 'Medium')",30,Heur,12840259250.379175,-1.9342496714413655,0.03398609161376953
"('Medium', 'Low', 'Medium')",1,Relax,882872399.7478844,0.0,0.11320209503173828
"('Medium', 'Low', 'Medium')",1,Heur,866623796.0363036,-1.8404249262091272,0.0026009082794189453
"('Medium', 'Low', 'Medium')",2,Relax,904563515.6268181,0.0,0.11250519752502441
"('Medium', 'Low', 'Medium')",2,Heur,888356834.5705769,-1.7916576090304417,0.0026199817657470703
"('Medium', 'Low', 'Medium')",3,Relax,889521045.7712605,0.0,0.10116815567016602
"('Medium', 'Low', 'Medium')",3,Heur,872565301.4122002,-1.906165620214054,0.002454996109008789
"('Medium', 'Low', 'Medium')",4,Relax,1009404665.4220204,0.0,0.10157895088195801
"('Medium', 'Low', 'Medium')",4,Heur,990406194.0195452,-1.882146185101314,0.003142833709716797
"('Medium', 'Low', 'Medium')",5,Relax,855896862.9901581,0.0,0.10158395767211914
"('Medium', 'Low', 'Medium')",5,Heur,839648843.5459657,-1.8983618408681144,0.00267791748046875
"('Medium', 'Low', 'Medium')",6,Relax,923684600.3214053,0.0,0.10201907157897949
"('Medium', 'Low', 'Medium')",6,Heur,905993935.5705384,-1.9152278542601282,0.0025069713592529297
"('Medium', 'Low', 'Medium')",7,Relax,1018237019.7547356,0.0,0.10445594787597656
"('Medium', 'Low', 'Medium')",7,Heur,998684427.4637717,-1.9202397783252425,0.002733945846557617
"('Medium', 'Low', 'Medium')",8,Relax,1040726505.8196577,0.0,0.10097694396972656
"('Medium', 'Low', 'Medium')",8,Heur,1021308682.970306,-1.865794975026461,0.0028579235076904297
"('Medium', 'Low', 'Medium')",9,Relax,971667601.9946876,0.0,0.10192203521728516
"('Medium', 'Low', 'Medium')",9,Heur,953229327.7491221,-1.897590720089299,0.002855062484741211
"('Medium', 'Low', 'Medium')",10,Relax,927089408.5509593,0.0,0.1125638484954834
"('Medium', 'Low', 'Medium')",10,Heur,909495160.1143475,-1.8977941366099413,0.0027267932891845703
"('Medium', 'Low', 'Medium')",11,Relax,1037992489.0322369,0.0,0.10318493843078613
"('Medium', 'Low', 'Medium')",11,Heur,1018185523.8871083,-1.9081992745049106,0.002791881561279297
"('Medium', 'Low', 'Medium')",12,Relax,958508405.4980838,0.0,0.10125398635864258
"('Medium', 'Low', 'Medium')",12,Heur,940152412.0428834,-1.9150581622350864,0.0026137828826904297
"('Medium', 'Low', 'Medium')",13,Relax,932921450.2590634,0.0,0.10622000694274902
"('Medium', 'Low', 'Medium')",13,Heur,915090159.4638878,-1.9113389225024222,0.002543926239013672
"('Medium', 'Low', 'Medium')",14,Relax,1053545344.3194529,0.0,0.10174894332885742
"('Medium', 'Low', 'Medium')",14,Heur,1033194771.0124018,-1.9316276624236521,0.0024938583374023438
"('Medium', 'Low', 'Medium')",15,Relax,1001421541.3999652,0.0,0.10071015357971191
"('Medium', 'Low', 'Medium')",15,Heur,982135471.9619548,-1.925869240944112,0.002908945083618164
"('Medium', 'Low', 'Medium')",16,Relax,905339578.317709,0.0,0.0958247184753418
"('Medium', 'Low', 'Medium')",16,Heur,888207798.5607252,-1.892304298550365,0.0028350353240966797
"('Medium', 'Low', 'Medium')",17,Relax,965139053.4658628,0.0,0.0936272144317627
"('Medium', 'Low', 'Medium')",17,Heur,946638533.9734641,-1.9168760631913428,0.002608776092529297
"('Medium', 'Low', 'Medium')",18,Relax,924570909.456345,0.0,0.12552189826965332
"('Medium', 'Low', 'Medium')",18,Heur,907242994.2825838,-1.8741575142084104,0.002485990524291992
"('Medium', 'Low', 'Medium')",19,Relax,884244396.8074349,0.0,0.09946799278259277
"('Medium', 'Low', 'Medium')",19,Heur,867406431.9858372,-1.904220697625134,0.002543926239013672
"('Medium', 'Low', 'Medium')",20,Relax,960476640.3216869,0.0,0.10093069076538086
"('Medium', 'Low', 'Medium')",20,Heur,941887230.7608353,-1.9354358846900774,0.002527952194213867
"('Medium', 'Low', 'Medium')",21,Relax,1035887119.0693084,0.0,0.09617376327514648
"('Medium', 'Low', 'Medium')",21,Heur,1015887885.814422,-1.9306382796664832,0.0026628971099853516
"('Medium', 'Low', 'Medium')",22,Relax,887733515.4028751,0.0,0.10083794593811035
"('Medium', 'Low', 'Medium')",22,Heur,870735996.5080457,-1.914709605969479,0.002593994140625
"('Medium', 'Low', 'Medium')",23,Relax,958678185.7302561,0.0,0.09798097610473633
"('Medium', 'Low', 'Medium')",23,Heur,940151555.5883572,-1.9325181711302357,0.0024182796478271484
"('Medium', 'Low', 'Medium')",24,Relax,926529858.607294,0.0,0.10823702812194824
"('Medium', 'Low', 'Medium')",24,Heur,908838436.9769986,-1.9094281167460827,0.0026099681854248047
"('Medium', 'Low', 'Medium')",25,Relax,903325114.6761056,0.0,0.1051640510559082
"('Medium', 'Low', 'Medium')",25,Heur,886086452.6372302,-1.908356333594967,0.002794981002807617
"('Medium', 'Low', 'Medium')",26,Relax,1023885425.0342355,0.0,0.1144261360168457
"('Medium', 'Low', 'Medium')",26,Heur,1004306070.3846142,-1.9122603145724608,0.0026700496673583984
"('Medium', 'Low', 'Medium')",27,Relax,933007616.20334,0.0,0.09741067886352539
"('Medium', 'Low', 'Medium')",27,Heur,915382054.9519496,-1.8891122586023066,0.0027849674224853516
"('Medium', 'Low', 'Medium')",28,Relax,1051210772.0106379,0.0,0.09839797019958496
"('Medium', 'Low', 'Medium')",28,Heur,1030912247.9418362,-1.9309661401183045,0.0026400089263916016
"('Medium', 'Low', 'Medium')",29,Relax,1054064136.8759701,0.0,0.09595489501953125
"('Medium', 'Low', 'Medium')",29,Heur,1033836172.298137,-1.9190449489899841,0.0032472610473632812
"('Medium', 'Low', 'Medium')",30,Relax,957473736.1537497,0.0,0.09554624557495117
"('Medium', 'Low', 'Medium')",30,Heur,939172523.7336686,-1.911406206670337,0.002418994903564453
"('Medium', 'High', 'Medium')",1,Relax,884658687.9092555,0.0,0.11837887763977051
"('Medium', 'High', 'Medium')",1,Heur,873178994.4592863,-1.2976409554174535,0.0025429725646972656
"('Medium', 'High', 'Medium')",2,Relax,905849201.0218216,0.0,0.10242819786071777
"('Medium', 'High', 'Medium')",2,Heur,892452822.4947039,-1.4788751275605547,0.002401113510131836
"('Medium', 'High', 'Medium')",3,Relax,891485630.2331191,0.0,0.12308001518249512
"('Medium', 'High', 'Medium')",3,Heur,876769194.50023,-1.6507765502670975,0.0025038719177246094
"('Medium', 'High', 'Medium')",4,Relax,1011306521.8041317,0.0,0.11217904090881348
"('Medium', 'High', 'Medium')",4,Heur,993127035.0950361,-1.7976237982391428,0.0030961036682128906
"('Medium', 'High', 'Medium')",5,Relax,857462585.3445822,0.0,0.09793424606323242
"('Medium', 'High', 'Medium')",5,Heur,843874920.4346572,-1.5846364776912814,0.002447843551635742
"('Medium', 'High', 'Medium')",6,Relax,925180682.3050065,0.0,0.09859919548034668
"('Medium', 'High', 'Medium')",6,Heur,911728107.143801,-1.4540484273503873,0.0028591156005859375
"('Medium', 'High', 'Medium')",7,Relax,1019859079.8486733,0.0,0.10136079788208008
"('Medium', 'High', 'Medium')",7,Heur,1003823328.3716104,-1.572349728890223,0.0023920536041259766
"('Medium', 'High', 'Medium')",8,Relax,1042816887.004188,0.0,0.09600591659545898
"('Medium', 'High', 'Medium')",8,Heur,1024512141.1811911,-1.7553173573533956,0.002319812774658203
"('Medium', 'High', 'Medium')",9,Relax,973502628.4887048,0.0,0.10059189796447754
"('Medium', 'High', 'Medium')",9,Heur,959265614.6159486,-1.4624525354244002,0.0024139881134033203
"('Medium', 'High', 'Medium')",10,Relax,928808321.6775001,0.0,0.09693217277526855
"('Medium', 'High', 'Medium')",10,Heur,914533120.6002355,-1.5369372500326595,0.0027740001678466797
"('Medium', 'High', 'Medium')",11,Relax,1039845102.6695687,0.0,0.09983110427856445
"('Medium', 'High', 'Medium')",11,Heur,1020859539.9575603,-1.8258068113478816,0.011050939559936523
"('Medium', 'High', 'Medium')",12,Relax,959857976.8207419,0.0,0.09590911865234375
"('Medium', 'High', 'Medium')",12,Heur,943199895.9412427,-1.7354735056403219,0.0024051666259765625
"('Medium', 'High', 'Medium')",13,Relax,934476233.1067219,0.0,0.180527925491333
"('Medium', 'High', 'Medium')",13,Heur,921297911.8485042,-1.4102361078147037,0.002431154251098633
"('Medium', 'High', 'Medium')",14,Relax,1055180119.2300643,0.0,0.1009361743927002
"('Medium', 'High', 'Medium')",14,Heur,1036485113.4649704,-1.7717359742083798,0.0023779869079589844
"('Medium', 'High', 'Medium')",15,Relax,1003471785.388243,0.0,0.10022091865539551
"('Medium', 'High', 'Medium')",15,Heur,988311105.5559508,-1.5108227309476905,0.0028684139251708984
"('Medium', 'High', 'Medium')",16,Relax,907171066.2502472,0.0,0.09429597854614258
"('Medium', 'High', 'Medium')",16,Heur,894320341.8296081,-1.4165712398387083,0.002438068389892578
"('Medium', 'High', 'Medium')",17,Relax,967246902.4698902,0.0,0.09419894218444824
"('Medium', 'High', 'Medium')",17,Heur,952772177.0178595,-1.4964871342641872,0.0027709007263183594
"('Medium', 'High', 'Medium')",18,Relax,926204412.5354877,0.0,0.09771490097045898
"('Medium', 'High', 'Medium')",18,Heur,910453403.4282156,-1.7005975024620743,0.002431154251098633
"('Medium', 'High', 'Medium')",19,Relax,885919878.6870677,0.0,0.09914588928222656
"('Medium', 'High', 'Medium')",19,Heur,870162373.2130558,-1.7786603340885072,0.0022830963134765625
"('Medium', 'High', 'Medium')",20,Relax,962207654.4639499,0.0,0.10300111770629883
"('Medium', 'High', 'Medium')",20,Heur,944637449.3211739,-1.8260304894959964,0.0025141239166259766
"('Medium', 'High', 'Medium')",21,Relax,1037820765.7666694,0.0,0.10253739356994629
"('Medium', 'High', 'Medium')",21,Heur,1020105566.7887414,-1.706961313771872,0.0024919509887695312
"('Medium', 'High', 'Medium')",22,Relax,889534863.530555,0.0,0.10056018829345703
"('Medium', 'High', 'Medium')",22,Heur,874824674.3048993,-1.6536945125760534,0.0026710033416748047
"('Medium', 'High', 'Medium')",23,Relax,960551431.8578238,0.0,0.09543919563293457
"('Medium', 'High', 'Medium')",23,Heur,945676368.4272711,-1.5485962476556336,0.002554178237915039
"('Medium', 'High', 'Medium')",24,Relax,928348688.5225196,0.0,0.09643912315368652
