Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Medium', 'Low', 'Medium')",5,Heur,942602269.3905442,0.0015889296935516438,0.0035970211029052734
"('Medium', 'Low', 'Medium')",5,Naive,950508400.6258463,0.8403580601011016,0.0013420581817626953
"('Medium', 'Low', 'Medium')",6,Relax,1035432034.8274938,0.0,0.17609190940856934
"('Medium', 'Low', 'Medium')",6,Heur,1035448448.1619902,0.0015851677313724808,0.0037078857421875
"('Medium', 'Low', 'Medium')",6,Naive,1043366428.7657002,0.7662882421373345,0.0013880729675292969
"('Medium', 'Low', 'Medium')",7,Relax,940122255.5754873,0.0,0.1906118392944336
"('Medium', 'Low', 'Medium')",7,Heur,940137273.0955658,0.0015974007624515825,0.005476713180541992
"('Medium', 'Low', 'Medium')",7,Naive,948426516.1936153,0.8833170972050528,0.001840829849243164
"('Medium', 'Low', 'Medium')",8,Relax,900840426.1630489,0.0,1.0711669921875
"('Medium', 'Low', 'Medium')",8,Heur,900854927.0222069,0.001609703421037911,0.0059261322021484375
"('Medium', 'Low', 'Medium')",8,Naive,909123697.1662141,0.9195048049126964,0.002193927764892578
"('Medium', 'Low', 'Medium')",9,Relax,917872053.6880572,0.0,0.43701791763305664
"('Medium', 'Low', 'Medium')",9,Heur,917885099.4854056,0.0014213089172898776,0.010682821273803711
"('Medium', 'Low', 'Medium')",9,Naive,925907561.7838411,0.875449695139629,0.0020651817321777344
"('Medium', 'Low', 'Medium')",10,Relax,868045752.4149842,0.0,0.3184330463409424
"('Medium', 'Low', 'Medium')",10,Heur,868062773.0250429,0.001960796422459571,0.010348081588745117
"('Medium', 'Low', 'Medium')",10,Naive,876110042.8006761,0.9290167440202631,0.002424955368041992
"('Medium', 'Low', 'Medium')",11,Relax,890284473.4463125,0.0,0.29810595512390137
"('Medium', 'Low', 'Medium')",11,Heur,890298883.9781957,0.0016186435137228688,0.006089210510253906
"('Medium', 'Low', 'Medium')",11,Naive,898193450.0356917,0.8883651041069326,0.0022568702697753906
"('Medium', 'Low', 'Medium')",12,Relax,974073494.8699461,0.0,0.417111873626709
"('Medium', 'Low', 'Medium')",12,Heur,974087401.1579305,0.0014276425811409529,0.00505518913269043
"('Medium', 'Low', 'Medium')",12,Naive,982280140.5971389,0.842507856995788,0.0019359588623046875
"('Medium', 'Low', 'Medium')",13,Relax,999014822.9537374,0.0,0.24287104606628418
"('Medium', 'Low', 'Medium')",13,Heur,999030098.6891084,0.001529079951569548,0.006017923355102539
"('Medium', 'Low', 'Medium')",13,Naive,1007025577.8175379,0.8018654658311801,0.0028829574584960938
"('Medium', 'Low', 'Medium')",14,Relax,1036414546.4003577,0.0,0.35451412200927734
"('Medium', 'Low', 'Medium')",14,Heur,1036429116.5357704,0.001405821199953007,0.00523066520690918
"('Medium', 'Low', 'Medium')",14,Naive,1044763433.685099,0.8055548152752559,0.0019459724426269531
"('Medium', 'Low', 'Medium')",15,Relax,1025475885.3265146,0.0,0.21233391761779785
"('Medium', 'Low', 'Medium')",15,Heur,1025491410.4459257,0.0015139429052656499,0.004888057708740234
"('Medium', 'Low', 'Medium')",15,Naive,1033726920.8678565,0.804605516268649,0.0017347335815429688
"('Medium', 'Low', 'Medium')",16,Relax,948968937.8666747,0.0,0.24462485313415527
"('Medium', 'Low', 'Medium')",16,Heur,948984687.3197705,0.0016596384209581411,0.043821096420288086
"('Medium', 'Low', 'Medium')",16,Naive,957085472.1687799,0.855300313659531,0.005692958831787109
"('Medium', 'Low', 'Medium')",17,Relax,939975092.233173,0.0,0.31139183044433594
"('Medium', 'Low', 'Medium')",17,Heur,939991636.3047891,0.001760054255985499,0.004302978515625
"('Medium', 'Low', 'Medium')",17,Naive,948297872.6157132,0.8854256300310192,0.03604698181152344
"('Medium', 'Low', 'Medium')",18,Relax,992540739.1067312,0.0,0.23084688186645508
"('Medium', 'Low', 'Medium')",18,Heur,992557972.7084785,0.0017363117772661231,0.006088972091674805
"('Medium', 'Low', 'Medium')",18,Naive,1001093086.646202,0.8616621164757178,0.006648063659667969
"('Medium', 'Low', 'Medium')",19,Relax,1063216847.9901099,0.0,1.1254608631134033
"('Medium', 'Low', 'Medium')",19,Heur,1063233064.039722,0.0015251874199228388,0.005118131637573242
"('Medium', 'Low', 'Medium')",19,Naive,1070870734.3001958,0.7198800813356834,0.002277851104736328
"('Medium', 'Low', 'Medium')",20,Relax,867558100.1711906,0.0,0.3692209720611572
"('Medium', 'Low', 'Medium')",20,Heur,867573664.6903301,0.001794060724746505,0.006902933120727539
"('Medium', 'Low', 'Medium')",20,Naive,875990554.9848047,0.9719758033439142,0.002974987030029297
"('Medium', 'Low', 'Medium')",21,Relax,924762471.8509847,0.0,0.34224414825439453
"('Medium', 'Low', 'Medium')",21,Heur,924775611.3945625,0.0014208560552300994,0.009732961654663086
"('Medium', 'Low', 'Medium')",21,Naive,932530461.151183,0.8399983278571065,0.0022306442260742188
"('Medium', 'Low', 'Medium')",22,Relax,1005788963.0493654,0.0,0.8329308032989502
"('Medium', 'Low', 'Medium')",22,Heur,1005806578.4768124,0.0017514039320489954,0.005097866058349609
"('Medium', 'Low', 'Medium')",22,Naive,1014305623.9531875,0.8467642036954879,0.002602100372314453
"('Medium', 'Low', 'Medium')",23,Relax,1010709676.977744,0.0,0.1884908676147461
"('Medium', 'Low', 'Medium')",23,Heur,1010725952.103018,0.0016102670870559537,0.0037026405334472656
"('Medium', 'Low', 'Medium')",23,Naive,1018980874.4280214,0.8183554227966079,0.0014197826385498047
"('Medium', 'Low', 'Medium')",24,Relax,937598498.6691518,0.0,0.17478513717651367
"('Medium', 'Low', 'Medium')",24,Heur,937614337.7638178,0.001689325941592968,0.0037660598754882812
"('Medium', 'Low', 'Medium')",24,Naive,945778431.9715472,0.8724345563699433,0.0014269351959228516
"('Medium', 'Low', 'Medium')",25,Relax,947391880.8134956,0.0,0.1927180290222168
"('Medium', 'Low', 'Medium')",25,Heur,947407251.4280443,0.0016224135819577535,0.004956960678100586
"('Medium', 'Low', 'Medium')",25,Naive,955738776.2736683,0.8810393702134576,0.0017719268798828125
"('Medium', 'Low', 'Medium')",26,Relax,952696682.6565061,0.0,0.2847270965576172
"('Medium', 'Low', 'Medium')",26,Heur,952711305.2840999,0.00153486706315604,0.006815910339355469
"('Medium', 'Low', 'Medium')",26,Naive,960076283.3020939,0.7746012744591986,0.0025899410247802734
"('Medium', 'Low', 'Medium')",27,Relax,951015175.1376444,0.0,0.22507596015930176
"('Medium', 'Low', 'Medium')",27,Heur,951029412.5623322,0.0014970764988773754,0.003637075424194336
"('Medium', 'Low', 'Medium')",27,Naive,959180828.9426475,0.8586249744985612,0.0014240741729736328
"('Medium', 'Low', 'Medium')",28,Relax,900250475.1902748,0.0,0.16701698303222656
"('Medium', 'Low', 'Medium')",28,Heur,900267306.6424282,0.0018696410184918396,0.0037393569946289062
"('Medium', 'Low', 'Medium')",28,Naive,908886999.8811697,0.9593468627794333,0.001461029052734375
"('Medium', 'Low', 'Medium')",29,Relax,951596754.7892095,0.0,0.16978096961975098
"('Medium', 'Low', 'Medium')",29,Heur,951613087.8090689,0.0017163803656572096,0.0038220882415771484
"('Medium', 'Low', 'Medium')",29,Naive,959939178.2173501,0.8766763217880656,0.001512289047241211
"('Medium', 'Low', 'Medium')",30,Relax,967274945.1795005,0.0,0.1670849323272705
"('Medium', 'Low', 'Medium')",30,Heur,967288961.7716038,0.001449080447417252,0.0036170482635498047
"('Medium', 'Low', 'Medium')",30,Naive,975549563.8831326,0.8554567390450258,0.0013599395751953125
"('Medium', 'High', 'Medium')",1,Relax,884658687.9092555,0.0,0.17020201683044434
"('Medium', 'High', 'Medium')",1,Heur,884722567.3230453,0.007220797654824096,0.0040628910064697266
"('Medium', 'High', 'Medium')",1,Naive,891295556.5550244,0.7502179921449731,0.0016169548034667969
"('Medium', 'High', 'Medium')",2,Relax,962423594.9767215,0.0,0.16678500175476074
"('Medium', 'High', 'Medium')",2,Heur,962496677.1505511,0.007593555915607324,0.0038080215454101562
"('Medium', 'High', 'Medium')",2,Naive,969097754.8139073,0.693474253127301,0.0014400482177734375
"('Medium', 'High', 'Medium')",3,Relax,971250678.6746581,0.0,0.18709683418273926
"('Medium', 'High', 'Medium')",3,Heur,971299787.9010694,0.005056287474450542,0.003668069839477539
"('Medium', 'High', 'Medium')",3,Naive,977586592.4294149,0.6523458767001966,0.0013778209686279297
"('Medium', 'High', 'Medium')",4,Relax,834454869.3088431,0.0,0.1724400520324707
"('Medium', 'High', 'Medium')",4,Heur,834511735.4752389,0.006814768358040041,0.004194736480712891
"('Medium', 'High', 'Medium')",4,Naive,840591676.5081568,0.7354270943851757,0.0014767646789550781
"('Medium', 'High', 'Medium')",5,Relax,944049266.4284298,0.0,0.17830395698547363
"('Medium', 'High', 'Medium')",5,Heur,944094755.8294983,0.004818541011164237,0.0045011043548583984
"('Medium', 'High', 'Medium')",5,Naive,950508400.6258463,0.6841946100814119,0.0022869110107421875
"('Medium', 'High', 'Medium')",6,Relax,1037156430.7332612,0.0,0.28592467308044434
"('Medium', 'High', 'Medium')",6,Heur,1037214166.7311192,0.005566758894519836,0.0075151920318603516
"('Medium', 'High', 'Medium')",6,Naive,1043366428.7657002,0.5987523047076491,0.002271890640258789
"('Medium', 'High', 'Medium')",7,Relax,941958776.6744518,0.0,0.22172212600708008
"('Medium', 'High', 'Medium')",7,Heur,942008922.0648372,0.005323522815130577,0.004400014877319336
"('Medium', 'High', 'Medium')",7,Naive,948426516.1936153,0.6866265997326961,0.0014197826385498047
"('Medium', 'High', 'Medium')",8,Relax,902609611.9291712,0.0,0.2015399932861328
"('Medium', 'High', 'Medium')",8,Heur,902657226.0049608,0.005275157184267514,0.0052967071533203125
"('Medium', 'High', 'Medium')",8,Naive,909123697.1662141,0.7216946452763979,0.0018999576568603516
"('Medium', 'High', 'Medium')",9,Relax,919546553.8641021,0.0,0.25427794456481934
"('Medium', 'High', 'Medium')",9,Heur,919608041.1239462,0.00668669352146273,0.0048770904541015625
"('Medium', 'High', 'Medium')",9,Naive,925907561.7838411,0.6917548538471373,0.0027451515197753906
"('Medium', 'High', 'Medium')",10,Relax,869850096.9120401,0.0,0.21134495735168457
"('Medium', 'High', 'Medium')",10,Heur,869908177.955603,0.006677132504678251,0.0043828487396240234
"('Medium', 'High', 'Medium')",10,Naive,876110042.8006761,0.7196580089901402,0.0016999244689941406
"('Medium', 'High', 'Medium')",11,Relax,891872063.0985647,0.0,0.2376708984375
"('Medium', 'High', 'Medium')",11,Heur,891927027.5835466,0.0061628216933867705,0.005193948745727539
"('Medium', 'High', 'Medium')",11,Naive,898193450.0356917,0.7087773234162162,0.0015180110931396484
"('Medium', 'High', 'Medium')",12,Relax,975748742.6987404,0.0,0.22350192070007324
"('Medium', 'High', 'Medium')",12,Heur,975796661.9731195,0.004911025992879923,0.0041921138763427734
"('Medium', 'High', 'Medium')",12,Naive,982280140.5971389,0.669372924871405,0.0015671253204345703
"('Medium', 'High', 'Medium')",13,Relax,1000752447.6948581,0.0,0.17824673652648926
"('Medium', 'High', 'Medium')",13,Heur,1000804931.6753631,0.0052444518747749936,0.0036580562591552734
"('Medium', 'High', 'Medium')",13,Naive,1007025577.8175379,0.6268413469414351,0.0013580322265625
"('Medium', 'High', 'Medium')",14,Relax,1038136881.113659,0.0,0.16640281677246094
"('Medium', 'High', 'Medium')",14,Heur,1038186816.0534492,0.004810053539044106,0.004207134246826172
"('Medium', 'High', 'Medium')",14,Naive,1044763433.685099,0.6383120272474437,0.0015461444854736328
"('Medium', 'High', 'Medium')",15,Relax,1027318168.4582556,0.0,0.16994667053222656
"('Medium', 'High', 'Medium')",15,Heur,1027366202.9343219,0.00467571561966234,0.0037810802459716797
"('Medium', 'High', 'Medium')",15,Naive,1033726920.8678565,0.6238332589034971,0.0014390945434570312
"('Medium', 'High', 'Medium')",16,Relax,950698636.592832,0.0,0.16987299919128418
"('Medium', 'High', 'Medium')",16,Heur,950757018.8526883,0.006140984914586282,0.0036869049072265625
"('Medium', 'High', 'Medium')",16,Naive,957085472.1687799,0.6718044320372002,0.0018029212951660156
"('Medium', 'High', 'Medium')",17,Relax,941734924.5624305,0.0,0.1694021224975586
"('Medium', 'High', 'Medium')",17,Heur,941796615.1196425,0.006550734777162388,0.0037078857421875
"('Medium', 'High', 'Medium')",17,Naive,948297872.6157132,0.6968997200918463,0.0019941329956054688
"('Medium', 'High', 'Medium')",18,Relax,994250582.3897587,0.0,0.18805503845214844
"('Medium', 'High', 'Medium')",18,Heur,994304971.7242925,0.005470384981126349,0.005355119705200195
"('Medium', 'High', 'Medium')",18,Naive,1001093086.646202,0.6882072163334086,0.0027599334716796875
"('Medium', 'High', 'Medium')",19,Relax,1064691798.9923279,0.0,0.34995508193969727
"('Medium', 'High', 'Medium')",19,Heur,1064743237.0236307,0.004831260215537771,0.005666017532348633
"('Medium', 'High', 'Medium')",19,Naive,1070870734.3001958,0.5803496667970869,0.002004861831665039
"('Medium', 'High', 'Medium')",20,Relax,869359610.4666824,0.0,0.1956801414489746
"('Medium', 'High', 'Medium')",20,Heur,869413479.834558,0.006196442441886426,0.0036759376525878906
"('Medium', 'High', 'Medium')",20,Naive,875990554.9848047,0.7627389676595104,0.0014121532440185547
"('Medium', 'High', 'Medium')",21,Relax,926411659.8648437,0.0,0.20856499671936035
"('Medium', 'High', 'Medium')",21,Heur,926474424.8191829,0.006775060921437834,0.005094051361083984
"('Medium', 'High', 'Medium')",21,Naive,932530461.151183,0.6604840538418923,0.0025479793548583984
"('Medium', 'High', 'Medium')",22,Relax,1007960005.4949757,0.0,0.22472214698791504
"('Medium', 'High', 'Medium')",22,Heur,1008022573.9719872,0.006207436472723548,0.003737926483154297
"('Medium', 'High', 'Medium')",22,Naive,1014305623.9531875,0.6295506194311408,0.0014986991882324219
"('Medium', 'High', 'Medium')",23,Relax,1012405225.6848168,0.0,0.1715538501739502
"('Medium', 'High', 'Medium')",23,Heur,1012452116.2892103,0.004631604342200447,0.003641843795776367
"('Medium', 'High', 'Medium')",23,Naive,1018980874.4280214,0.6495075861305097,0.0013849735260009766
"('Medium', 'High', 'Medium')",24,Relax,939328152.6386708,0.0,0.16691040992736816
"('Medium', 'High', 'Medium')",24,Heur,939390117.4918629,0.006596720540955283,0.0037450790405273438
"('Medium', 'High', 'Medium')",24,Naive,945778431.9715472,0.6866907283420535,0.001383066177368164
"('Medium', 'High', 'Medium')",25,Relax,949123977.5560529,0.0,0.17015814781188965
"('Medium', 'High', 'Medium')",25,Heur,949191444.0539669,0.007108291383353261,0.003748178482055664
"('Medium', 'High', 'Medium')",25,Naive,955738776.2736683,0.6969372678423048,0.0013878345489501953
"('Medium', 'High', 'Medium')",26,Relax,954299110.2868207,0.0,0.19239091873168945
"('Medium', 'High', 'Medium')",26,Heur,954350930.0952588,0.005430143220253774,0.0049610137939453125
"('Medium', 'High', 'Medium')",26,Naive,960076283.3020939,0.6053838836270996,0.0013566017150878906
"('Medium', 'High', 'Medium')",27,Relax,952870036.3343327,0.0,0.16869878768920898
"('Medium', 'High', 'Medium')",27,Heur,952932189.5287781,0.0065227357431107205,0.0036449432373046875
"('Medium', 'High', 'Medium')",27,Naive,959180828.9426475,0.6622931110933254,0.0013659000396728516
"('Medium', 'High', 'Medium')",28,Relax,902190300.2556134,0.0,0.19631481170654297
"('Medium', 'High', 'Medium')",28,Heur,902234670.5461276,0.004918063351106778,0.00591731071472168
"('Medium', 'High', 'Medium')",28,Naive,908886999.8811697,0.7422712950537026,0.0023360252380371094
"('Medium', 'High', 'Medium')",29,Relax,953324777.6530232,0.0,0.24136710166931152
"('Medium', 'High', 'Medium')",29,Heur,953399182.8695729,0.007804813038932239,0.0043599605560302734
"('Medium', 'High', 'Medium')",29,Naive,959939178.2173501,0.6938244677339428,0.0014238357543945312
"('Medium', 'High', 'Medium')",30,Relax,968997967.4736357,0.0,0.16633009910583496
"('Medium', 'High', 'Medium')",30,Heur,969054061.2398379,0.005788842503814392,0.003704071044921875
"('Medium', 'High', 'Medium')",30,Naive,975549563.8831326,0.6761207587027429,0.001432180404663086
"('Medium', 'Medium', 'Low')",1,Relax,873042765.3259795,0.0,0.1707158088684082
"('Medium', 'Medium', 'Low')",1,Heur,873076901.6161981,0.003910036435139094,0.004266977310180664
"('Medium', 'Medium', 'Low')",1,Naive,880249643.9817014,0.8254897631539246,0.0014178752899169922
"('Medium', 'Medium', 'Low')",2,Relax,950389674.9548564,0.0,0.1669020652770996
"('Medium', 'Medium', 'Low')",2,Heur,950412357.7500107,0.0023866836679818254,0.003885984420776367
"('Medium', 'Medium', 'Low')",2,Naive,957699628.8186283,0.7691533332492421,0.0014448165893554688
"('Medium', 'Medium', 'Low')",3,Relax,958773810.9627019,0.0,0.1686878204345703
"('Medium', 'Medium', 'Low')",3,Heur,958802649.6183951,0.003007868525759647,0.003662109375
"('Medium', 'Medium', 'Low')",3,Naive,965638862.1512399,0.716024062197191,0.0014641284942626953
"('Medium', 'Medium', 'Low')",4,Relax,823468521.1586678,0.0,0.18293023109436035
"('Medium', 'Medium', 'Low')",4,Heur,823493531.5960678,0.0030372062510406923,0.0036559104919433594
"('Medium', 'Medium', 'Low')",4,Naive,830234450.4032896,0.821637873309559,0.0013039112091064453
"('Medium', 'Medium', 'Low')",5,Relax,931535217.2497793,0.0,0.16897988319396973
"('Medium', 'Medium', 'Low')",5,Heur,931569580.9225987,0.003688929004834587,0.0036509037017822266
"('Medium', 'Medium', 'Low')",5,Naive,938535807.9158454,0.7515111115964316,0.0014090538024902344
"('Medium', 'Medium', 'Low')",6,Relax,1024012948.2926004,0.0,0.1735091209411621
"('Medium', 'Medium', 'Low')",6,Heur,1024041660.88946,0.0028039290818977036,0.003849029541015625
"('Medium', 'Medium', 'Low')",6,Naive,1030754140.945136,0.6583112707486327,0.0017631053924560547
"('Medium', 'Medium', 'Low')",7,Relax,929806450.8492932,0.0,0.16740083694458008
"('Medium', 'Medium', 'Low')",7,Heur,929832178.2031358,0.0027669579856234054,0.0037560462951660156
"('Medium', 'Medium', 'Low')",7,Naive,936923644.5416515,0.7654489475586397,0.0014042854309082031
"('Medium', 'Medium', 'Low')",8,Relax,891063958.2690803,0.0,0.17081117630004883
"('Medium', 'Medium', 'Low')",8,Heur,891095105.6317996,0.0034955249205457866,0.004820823669433594
"('Medium', 'Medium', 'Low')",8,Naive,898149267.4760342,0.7951515871786935,0.0014541149139404297
"('Medium', 'Medium', 'Low')",9,Relax,907175529.6468219,0.0,0.16746306419372559
"('Medium', 'Medium', 'Low')",9,Heur,907202253.2419046,0.0029458020206038615,0.003673076629638672
"('Medium', 'Medium', 'Low')",9,Naive,914073431.4304595,0.7603712355780923,0.0013759136199951172
"('Medium', 'Medium', 'Low')",10,Relax,858509764.0118916,0.0,0.16699719429016113
"('Medium', 'Medium', 'Low')",10,Heur,858540337.2821364,0.0035612023912186194,0.0037529468536376953
"('Medium', 'Medium', 'Low')",10,Naive,865525629.5780464,0.8172144173840354,0.0014560222625732422
"('Medium', 'Medium', 'Low')",11,Relax,880514173.9369082,0.0,0.18193602561950684
"('Medium', 'Medium', 'Low')",11,Heur,880543663.9566503,0.0033491817184677234,0.004269123077392578
"('Medium', 'Medium', 'Low')",11,Naive,887306550.3604293,0.7714102310416343,0.001728057861328125
"('Medium', 'Medium', 'Low')",12,Relax,963358889.4941877,0.0,0.1719648838043213
"('Medium', 'Medium', 'Low')",12,Heur,963391945.9678241,0.0034313768209213395,0.003778696060180664
"('Medium', 'Medium', 'Low')",12,Naive,970415746.0136791,0.7325262263575147,0.0014836788177490234
"('Medium', 'Medium', 'Low')",13,Relax,987410071.823453,0.0,0.17284512519836426
"('Medium', 'Medium', 'Low')",13,Heur,987437875.9584768,0.0028158650410043265,0.003679990768432617
"('Medium', 'Medium', 'Low')",13,Naive,994367655.5801588,0.7046296118751645,0.0013699531555175781
"('Medium', 'Medium', 'Low')",14,Relax,1024917592.948534,0.0,0.16776180267333984
"('Medium', 'Medium', 'Low')",14,Heur,1024944500.5723853,0.002625345104467384,0.003634929656982422
"('Medium', 'Medium', 'Low')",14,Naive,1032188672.8150328,0.7094306816981278,0.0013859272003173828
"('Medium', 'Medium', 'Low')",15,Relax,1014484356.716326,0.0,0.16729402542114258
"('Medium', 'Medium', 'Low')",15,Heur,1014510518.7098013,0.0025788464161240364,0.004045248031616211
"('Medium', 'Medium', 'Low')",15,Naive,1021495102.9324576,0.6910649897869189,0.0015799999237060547
"('Medium', 'Medium', 'Low')",16,Relax,938493464.9213722,0.0,0.1717381477355957
"('Medium', 'Medium', 'Low')",16,Heur,938524424.7551274,0.003298886450727559,0.003643035888671875
"('Medium', 'Medium', 'Low')",16,Naive,945444748.3614618,0.7406853323876866,0.0013689994812011719
"('Medium', 'Medium', 'Low')",17,Relax,929630303.1932983,0.0,0.16754698753356934
"('Medium', 'Medium', 'Low')",17,Heur,929658857.3315399,0.0030715584618364353,0.0036590099334716797
"('Medium', 'Medium', 'Low')",17,Naive,936780737.730711,0.7691696917420571,0.0013949871063232422
"('Medium', 'Medium', 'Low')",18,Relax,981765368.3107421,0.0,0.16867518424987793
"('Medium', 'Medium', 'Low')",18,Heur,981792133.7341198,0.00272625458603073,0.0037271976470947266
"('Medium', 'Medium', 'Low')",18,Naive,989094163.5017695,0.746491516973915,0.001445770263671875
"('Medium', 'Medium', 'Low')",19,Relax,1051042898.5727146,0.0,0.1807999610900879
"('Medium', 'Medium', 'Low')",19,Heur,1051079831.0747703,0.0035138910225184393,0.0036308765411376953
"('Medium', 'Medium', 'Low')",19,Naive,1057755717.5334177,0.6386817293393967,0.0012710094451904297
"('Medium', 'Medium', 'Low')",20,Relax,858465009.624295,0.0,0.16806721687316895
"('Medium', 'Medium', 'Low')",20,Heur,858488369.4486113,0.002721115485707049,0.004422903060913086
"('Medium', 'Medium', 'Low')",20,Naive,865674074.7368178,0.8397622537554408,0.0014667510986328125
"('Medium', 'Medium', 'Low')",21,Relax,914569032.0661587,0.0,0.16626977920532227
"('Medium', 'Medium', 'Low')",21,Heur,914596842.2428875,0.003040795801495375,0.00376129150390625
"('Medium', 'Medium', 'Low')",21,Naive,921268967.2964115,0.7325784052753929,0.0015139579772949219
"('Medium', 'Medium', 'Low')",22,Relax,994579046.990845,0.0,0.16971492767333984
"('Medium', 'Medium', 'Low')",22,Heur,994608556.71642,0.0029670568331770907,0.00444483757019043
"('Medium', 'Medium', 'Low')",22,Naive,1001661923.6100469,0.7121481837599074,0.00174713134765625
"('Medium', 'Medium', 'Low')",23,Relax,999451424.4998484,0.0,0.16990208625793457
"('Medium', 'Medium', 'Low')",23,Heur,999477573.8931417,0.0026163746083474318,0.003911018371582031
"('Medium', 'Medium', 'Low')",23,Naive,1006520032.3308218,0.7072487624409264,0.0015141963958740234
"('Medium', 'Medium', 'Low')",24,Relax,927491672.2220339,0.0,0.17007112503051758
"('Medium', 'Medium', 'Low')",24,Heur,927526170.0631553,0.0037194771828826367,0.004221200942993164
"('Medium', 'Medium', 'Low')",24,Naive,934494141.8867522,0.7549900311171803,0.0015990734100341797
"('Medium', 'Medium', 'Low')",25,Relax,936989899.0146601,0.0,0.19868206977844238
"('Medium', 'Medium', 'Low')",25,Heur,937016673.6572746,0.0028575166757549984,0.00506281852722168
"('Medium', 'Medium', 'Low')",25,Naive,944214693.0193243,0.7710642358324018,0.0019221305847167969
"('Medium', 'Medium', 'Low')",26,Relax,942059808.7126932,0.0,0.2524712085723877
"('Medium', 'Medium', 'Low')",26,Heur,942087709.482155,0.0029616770828889147,0.005126953125
"('Medium', 'Medium', 'Low')",26,Naive,948337947.6892593,0.6664267935541198,0.017451047897338867
"('Medium', 'Medium', 'Low')",27,Relax,940511725.6154916,0.0,0.20685982704162598
"('Medium', 'Medium', 'Low')",27,Heur,940539552.9501557,0.0029587440439294414,0.0053141117095947266
"('Medium', 'Medium', 'Low')",27,Naive,947516399.2859877,0.744772604074882,0.0016472339630126953
"('Medium', 'Medium', 'Low')",28,Relax,890812180.6412519,0.0,0.22561931610107422
"('Medium', 'Medium', 'Low')",28,Heur,890839347.5981172,0.0030496840361741023,0.005094051361083984
"('Medium', 'Medium', 'Low')",28,Naive,898200579.9182515,0.8294003424696155,0.002299070358276367
"('Medium', 'Medium', 'Low')",29,Relax,941175454.4293758,0.0,0.21496987342834473
"('Medium', 'Medium', 'Low')",29,Heur,941203166.5850155,0.002944419715723379,0.00507807731628418
"('Medium', 'Medium', 'Low')",29,Naive,948448259.1878896,0.7727363398913998,0.0014891624450683594
"('Medium', 'Medium', 'Low')",30,Relax,955746869.3410249,0.0,0.25091028213500977
"('Medium', 'Medium', 'Low')",30,Heur,955776277.0950935,0.003076939617797474,0.012391090393066406
"('Medium', 'Medium', 'Low')",30,Naive,963030237.2807393,0.7620603502197417,0.004468441009521484
"('Medium', 'Medium', 'High')",1,Relax,906180503.0459455,0.0,0.24265694618225098
"('Medium', 'Medium', 'High')",1,Heur,906214639.3361666,0.003767051940132538,0.00431513786315918
"('Medium', 'Medium', 'High')",1,Naive,913387381.7016699,0.7953027715228829,0.0014181137084960938
"('Medium', 'Medium', 'High')",2,Relax,984584052.9406923,0.0,0.16736412048339844
"('Medium', 'Medium', 'High')",2,Heur,984606735.7358476,0.0023037946925444585,0.0038089752197265625
"('Medium', 'Medium', 'High')",2,Naive,991894006.804465,0.742440814670911,0.0014410018920898438
"('Medium', 'Medium', 'High')",3,Relax,994617001.7972256,0.0,0.16715764999389648
"('Medium', 'Medium', 'High')",3,Heur,994645840.4529201,0.00289947342970959,0.003731966018676758
"('Medium', 'Medium', 'High')",3,Naive,1001482052.9857653,0.6902205749685479,0.0014929771423339844
"('Medium', 'Medium', 'High')",4,Relax,854540199.4732662,0.0,0.35549330711364746
"('Medium', 'Medium', 'High')",4,Heur,854565209.9106678,0.002926771311279378,0.005318880081176758
"('Medium', 'Medium', 'High')",4,Naive,861306128.7178899,0.791762546547739,0.0016100406646728516
"('Medium', 'Medium', 'High')",5,Relax,967452995.3797821,0.0,0.36749792098999023
"('Medium', 'Medium', 'High')",5,Heur,967487359.0526015,0.0035519733758110107,0.007484912872314453
"('Medium', 'Medium', 'High')",5,Naive,974453586.0458477,0.7236104182319918,0.0028989315032958984
"('Medium', 'Medium', 'High')",6,Relax,1061849811.7542897,0.0,0.22654104232788086
"('Medium', 'Medium', 'High')",6,Heur,1061878524.3511533,0.0027040167588363493,0.0042340755462646484
"('Medium', 'Medium', 'High')",6,Naive,1068591004.4068289,0.6348536843832897,0.001611948013305664
"('Medium', 'Medium', 'High')",7,Relax,964315065.8051835,0.0,0.2208540439605713
"('Medium', 'Medium', 'High')",7,Heur,964340793.159028,0.0026679406717597647,0.004338264465332031
"('Medium', 'Medium', 'High')",7,Naive,971432259.4975439,0.7380568804468163,0.0016279220581054688
"('Medium', 'Medium', 'High')",8,Relax,923987247.3396205,0.0,0.21469807624816895
"('Medium', 'Medium', 'High')",8,Heur,924018394.7023398,0.0033709732259809963,0.005474090576171875
"('Medium', 'Medium', 'High')",8,Naive,931072556.5465741,0.766818939044228,0.0018839836120605469
"('Medium', 'Medium', 'High')",9,Relax,942677920.706967,0.0,0.22480320930480957
"('Medium', 'Medium', 'High')",9,Heur,942704644.3020496,0.002834859552305959,0.0036580562591552734
"('Medium', 'Medium', 'High')",9,Naive,949575822.4906049,0.731734734856711,0.0019431114196777344
"('Medium', 'Medium', 'High')",10,Relax,890263003.6797818,0.0,0.1657700538635254
"('Medium', 'Medium', 'High')",10,Heur,890293576.950026,0.003434184068962799,0.0037310123443603516
"('Medium', 'Medium', 'High')",10,Naive,897278869.2459363,0.788066620443099,0.0014452934265136719
"('Medium', 'Medium', 'High')",11,Relax,913174872.9626945,0.0,0.16670513153076172
