Scenario,Instance_ID,LP_Relax_Obj (Q4),Proposed_Heuristic_Obj (Q5),Naive_Obj (Q4),LP_Relax_Time,Proposed_Heuristic_Time,Naive_Time,Proposed_Heuristic_Gap (Q5),Naive_Gap (Q4)
"('Medium', 'Low', 'Medium')",14,1036414546.4003578,1036429116.5357704,1044763433.685099,0.1846909523010254,0.0033118724822998047,0.0021848678588867188,0.0014058211999415048,0.8055548152752442
"('Medium', 'Low', 'Medium')",15,1025475885.3265146,1025491410.4459257,1033726920.8678565,0.19245576858520508,0.003319978713989258,0.0022149085998535156,0.0015139429052656499,0.804605516268649
"('Medium', 'Low', 'Medium')",16,948968937.8666747,948984687.3197705,957085472.1687799,0.18227076530456543,0.0037164688110351562,0.0011043548583984375,0.0016596384209581411,0.855300313659531
"('Medium', 'Low', 'Medium')",17,939975092.233173,939991636.3047891,948297872.6157131,0.1767714023590088,0.0033965110778808594,0.002244234085083008,0.001760054255985499,0.8854256300310065
"('Medium', 'Low', 'Medium')",18,992540739.106731,992557972.7084785,1001093086.646202,0.17035841941833496,0.004323482513427734,0.0010857582092285156,0.0017363117772781337,0.86166211647573
"('Medium', 'Low', 'Medium')",19,1063216847.9901099,1063233064.039722,1070870734.3001958,0.17246508598327637,0.0033617019653320312,0.0010974407196044922,0.0015251874199228388,0.7198800813356834
"('Medium', 'Low', 'Medium')",20,867558100.1711906,867573664.6903301,875990554.9848047,0.1743488311767578,0.003292560577392578,0.002190828323364258,0.001794060724746505,0.9719758033439142
"('Medium', 'Low', 'Medium')",21,924762471.8509848,924775611.3945625,932530461.151183,0.18467497825622559,0.003284454345703125,0.0010914802551269531,0.0014208560552172085,0.8399983278570935
"('Medium', 'Low', 'Medium')",22,1005788963.0493654,1005806578.4768124,1014305623.9531875,0.19588351249694824,0.004232883453369141,0.0021059513092041016,0.0017514039320489954,0.8467642036954879
"('Medium', 'Low', 'Medium')",23,1010709676.977744,1010725952.103018,1018980874.4280212,0.1797335147857666,0.004539012908935547,0.001127004623413086,0.0016102670870559537,0.8183554227965844
"('Medium', 'Low', 'Medium')",24,937598498.6691518,937614337.7638178,945778431.9715471,0.1732785701751709,0.0037713050842285156,0.0012040138244628906,0.001689325941592968,0.8724345563699306
"('Medium', 'Low', 'Medium')",25,947391880.8134956,947407251.4280443,955738776.2736683,0.16569137573242188,0.0037779808044433594,0.0010988712310791016,0.0016224135819577535,0.8810393702134576
"('Medium', 'Low', 'Medium')",26,952696682.6565062,952711305.2840999,960076283.3020939,0.16736793518066406,0.0037813186645507812,0.0011165142059326172,0.0015348670631435267,0.7746012744591859
"('Medium', 'Low', 'Medium')",27,951015175.1376443,951029412.5623319,959180828.9426475,0.1687932014465332,0.0031557083129882812,0.0021080970764160156,0.0014970764988648407,0.8586249744985739
"('Medium', 'Low', 'Medium')",28,900250475.1902748,900267306.6424282,908886999.8811697,0.18126273155212402,0.004000186920166016,0.002001047134399414,0.0018696410184918396,0.9593468627794333
"('Medium', 'Low', 'Medium')",29,951596754.7892095,951613087.8090688,959939178.2173501,0.21535634994506836,0.005441188812255859,0.001089334487915039,0.0017163803656446823,0.8766763217880656
"('Medium', 'Low', 'Medium')",30,967274945.1795005,967288961.7716038,975549563.8831326,0.19605755805969238,0.00400090217590332,0.002001047134399414,0.001449080447417252,0.8554567390450258
"('Medium', 'High', 'Medium')",1,884658687.9092555,884722567.3230453,891295556.5550244,0.19043707847595215,0.003999471664428711,0.002000093460083008,0.007220797654824096,0.7502179921449731
"('Medium', 'High', 'Medium')",2,962423594.9767215,962496677.1505511,969097754.8139073,0.18987345695495605,0.004139423370361328,0.0010266304016113281,0.007593555915607324,0.693474253127301
"('Medium', 'High', 'Medium')",3,971250678.6746582,971299787.9010694,977586592.4294149,0.19369220733642578,0.004595279693603516,0.0021820068359375,0.005056287474438268,0.6523458767001843
"('Medium', 'High', 'Medium')",4,834454869.3088433,834511735.4752389,840591676.5081567,0.19710564613342285,0.004482269287109375,0.002173185348510742,0.0068147683580257554,0.7354270943851471
"('Medium', 'High', 'Medium')",5,944049266.4284297,944094755.8294983,950508400.6258463,0.19942021369934082,0.0044097900390625,0.0010907649993896484,0.004818541011176865,0.6841946100814246
"('Medium', 'High', 'Medium')",6,1037156430.7332611,1037214166.7311189,1043366428.7657,0.19011425971984863,0.0033659934997558594,0.0011131763458251953,0.005566758894508342,0.5987523047076376
"('Medium', 'High', 'Medium')",7,941958776.6744518,942008922.0648372,948426516.1936153,0.19427490234375,0.0041141510009765625,0.0020411014556884766,0.005323522815130577,0.6866265997326961
"('Medium', 'High', 'Medium')",8,902609611.9291714,902657226.0049608,909123697.1662141,0.2020740509033203,0.004361867904663086,0.0010988712310791016,0.005275157184241099,0.7216946452763713
"('Medium', 'High', 'Medium')",9,919546553.8641021,919608041.1239462,925907561.7838411,0.1791226863861084,0.004586696624755859,0.0010914802551269531,0.00668669352146273,0.6917548538471373
"('Medium', 'High', 'Medium')",10,869850096.91204,869908177.955603,876110042.8006761,0.1687636375427246,0.0033111572265625,0.0022203922271728516,0.006677132504691957,0.7196580089901541
"('Medium', 'High', 'Medium')",11,891872063.0985646,891927027.5835466,898193450.0356917,0.18349981307983398,0.00444340705871582,0.0011010169982910156,0.006162821693400137,0.7087773234162297
"('Medium', 'High', 'Medium')",12,975748742.6987404,975796661.9731195,982280140.5971389,0.18811321258544922,0.0044307708740234375,0.0010914802551269531,0.004911025992879923,0.669372924871405
"('Medium', 'High', 'Medium')",13,1000752447.6948581,1000804931.6753631,1007025577.8175379,0.17714476585388184,0.004445075988769531,0.0011010169982910156,0.0052444518747749936,0.6268413469414351
"('Medium', 'High', 'Medium')",14,1038136881.113659,1038186816.0534492,1044763433.685099,0.18135952949523926,0.0030999183654785156,0.0020542144775390625,0.004810053539044106,0.6383120272474437
"('Medium', 'High', 'Medium')",15,1027318168.4582556,1027366202.9343219,1033726920.8678565,0.19331121444702148,0.0044405460357666016,0.0011031627655029297,0.00467571561966234,0.6238332589034971
"('Medium', 'High', 'Medium')",16,950698636.592832,950757018.8526883,957085472.1687799,0.17564773559570312,0.003339052200317383,0.0011012554168701172,0.006140984914586282,0.6718044320372002
"('Medium', 'High', 'Medium')",17,941734924.5624305,941796615.1196425,948297872.6157131,0.18030810356140137,0.004603862762451172,0.0011255741119384766,0.006550734777162388,0.6968997200918337
"('Medium', 'High', 'Medium')",18,994250582.3897586,994304971.7242925,1001093086.646202,0.18240642547607422,0.004025459289550781,0.002009153366088867,0.005470384981138339,0.6882072163334207
"('Medium', 'High', 'Medium')",19,1064691798.9923279,1064743237.0236307,1070870734.3001958,0.1977071762084961,0.004052639007568359,0.0010046958923339844,0.004831260215537771,0.5803496667970869
"('Medium', 'High', 'Medium')",20,869359610.4666824,869413479.834558,875990554.9848047,0.21784234046936035,0.005034446716308594,0.001004934310913086,0.006196442441886426,0.7627389676595104
"('Medium', 'High', 'Medium')",21,926411659.8648437,926474424.8191829,932530461.151183,0.18749713897705078,0.004181623458862305,0.0010190010070800781,0.006775060921437834,0.6604840538418923
"('Medium', 'High', 'Medium')",22,1007960005.4949757,1008022573.9719872,1014305623.9531875,0.1850588321685791,0.0039997100830078125,0.0010001659393310547,0.006207436472723548,0.6295506194311408
"('Medium', 'High', 'Medium')",23,1012405225.6848168,1012452116.2892103,1018980874.4280212,0.17370271682739258,0.0033528804779052734,0.001088857650756836,0.004631604342200447,0.6495075861304862
"('Medium', 'High', 'Medium')",24,939328152.6386708,939390117.4918629,945778431.9715471,0.17644333839416504,0.003999471664428711,0.0009996891021728516,0.006596720540955283,0.6866907283420407
"('Medium', 'High', 'Medium')",25,949123977.5560529,949191444.0539669,955738776.2736683,0.17332148551940918,0.004434823989868164,0.0013115406036376953,0.007108291383353261,0.6969372678423048
"('Medium', 'High', 'Medium')",26,954299110.2868207,954350930.0952588,960076283.3020939,0.17726826667785645,0.004021883010864258,0.0010073184967041016,0.005430143220253774,0.6053838836270996
"('Medium', 'High', 'Medium')",27,952870036.3343325,952932189.5287778,959180828.9426475,0.1749279499053955,0.004023551940917969,0.0020096302032470703,0.006522735743110721,0.6622931110933507
"('Medium', 'High', 'Medium')",28,902190300.2556134,902234670.5461276,908886999.8811697,0.17890524864196777,0.004381895065307617,0.001116037368774414,0.004918063351106778,0.7422712950537026
"('Medium', 'High', 'Medium')",29,953324777.6530232,953399182.8695728,959939178.2173501,0.17559075355529785,0.004370450973510742,0.0010993480682373047,0.0078048130389197345,0.6938244677339428
"('Medium', 'High', 'Medium')",30,968997967.4736356,969054061.2398379,975549563.8831326,0.18503904342651367,0.003334522247314453,0.001110076904296875,0.005788842503826695,0.6761207587027553
